,FECHA,PAIS ORIGEN,VIA TRANSPORTE,PAIS DESTINO,FOB U$S,FLETE U$S,TOTAL KGS NETO
283,2012-11-09,RUSSIAN FEDERATION,MARITIMO,,100224.0,22557.360943396223,613160.5563636364
284,2012-11-09,RUSSIAN FEDERATION,MARITIMO,,6961680.0,447246.2585714286,12097816.666666666
285,2012-11-03,RUSSIAN FEDERATION,MARITIMO,,196876.69,15036.62141025641,449310.15555555554
286,2012-11-09,RUSSIAN FEDERATION,MARITIMO,,811800.0,54363.145399999994,1789050.560509554
287,2012-11-25,VENEZUELA,MARITIMO,,6431287.0,856050.9761538461,14107377.205384614
288,2012-11-17,RUSSIAN FEDERATION,MARITIMO,,270105.0,49565.43057142857,1449536.971291866
289,2012-11-19,RUSSIAN FEDERATION,MARITIMO,,196876.69,15036.62141025641,449310.15555555554
290,2012-11-30,INDONESIA,MARITIMO,ECUADOR,222794.0,33000.0,550000.0
291,2012-12-08,UNITED STATES,MARITIMO,ECUADOR,153291.84,12885.0,312000.0
292,2012-12-16,UNITED STATES,MARITIMO,ECUADOR,282403.62,18502.0,637480.0
293,2012-12-30,MALAYSIA,MARITIMO,ECUADOR,133980.0,20880.0,348000.0
294,2012-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,870812.12,109672.75,2099000.0
295,2012-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1203537.88,151577.25,2901000.0
296,2012-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,794500.0,104500.0,2000000.0
297,2012-12-31,UNITED STATES,MARITIMO,ECUADOR,279407.03,21725.0,528000.0
298,2013-01-23,CHINA,MARITIMO,ECUADOR,516652.41,89534.4,1300104.0
299,2013-01-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,259584.0,48000.0,691200.0
300,2013-01-18,UNITED STATES,MARITIMO,ECUADOR,212330.0,15030.0,1015000.0
301,2013-01-18,CHINA,MARITIMO,ECUADOR,77060.0,150300.0,1789050.560509554
302,2012-12-07,PERU,MARITIMO,ECUADOR,6731180.0,757587.69,16625.38
303,2013-02-10,UNITED STATES,MARITIMO,ECUADOR,933322.5,88875.0,2250000.0
304,2013-01-28,UNITED STATES,MARITIMO,ECUADOR,18214.0,1274.0,87000.0
305,2013-01-28,MALAYSIA,MARITIMO,ECUADOR,18214.0,1274.0,1789050.560509554
306,2013-01-31,MALAYSIA,MARITIMO,ECUADOR,95473.23,6950.0,184800.0
307,2013-02-10,MALAYSIA,MARITIMO,ECUADOR,1876331.25,177750.0,6300000.0
308,2013-02-10,PERU,MARITIMO,ECUADOR,756900.0,71100.0,2421501.913043478
309,2013-02-10,RUSSIAN FEDERATION,MARITIMO,ECUADOR,228686.09,19055.0,1093650.0
310,2013-02-10,CHINA,MARITIMO,ECUADOR,228686.09,19055.0,1789050.560509554
311,2013-02-15,MALAYSIA,MARITIMO,ECUADOR,280252.69,20740.0,554100.0
312,2013-02-27,MALAYSIA,MARITIMO,ECUADOR,286284.66,24680.0,658050.0
313,2012-03-13,UNITED STATES,MARITIMO,ECUADOR,547250.0,33000.0,1100000.0
314,2013-03-09,MALAYSIA,MARITIMO,ECUADOR,99.36,5.24,1518.18
315,2012-03-13,PERU,MARITIMO,ECUADOR,1463381.62,88000.02,8800000.0
316,2012-03-13,MALAYSIA,MARITIMO,ECUADOR,1473559.88,87999.99,2421501.913043478
317,2012-03-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1483767.88,87999.99,2421501.913043478
318,2012-03-13,CHINA,MARITIMO,ECUADOR,1001000.0,66000.0,2200.0
319,2013-03-20,UNITED STATES,MARITIMO,ECUADOR,269184.91,18807.68,587740.0
321,2013-04-26,INDONESIA,MARITIMO,ECUADOR,35.73,1.27,9066.13
322,2013-05-05,CHINA,MARITIMO,ECUADOR,213996.28,16469.22,517900.0
323,2013-04-30,INDONESIA,MARITIMO,ECUADOR,514545.19,92698.74,33830.0
324,2013-05-05,UNITED STATES,MARITIMO,ECUADOR,194052.66,15213.0,1079390.0
325,2013-05-05,PERU,MARITIMO,ECUADOR,221860.39,18855.0,1789050.560509554
326,2013-05-23,UNITED STATES,MARITIMO,ECUADOR,35.81,1.19,6154.51
329,2013-05-12,INDONESIA,MARITIMO,ECUADOR,5049148.5,544500.0,12052526.0
330,2013-05-29,PERU,MARITIMO,ECUADOR,27160.0,1171.58,56000.0
331,2013-06-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,572440.44,44343.25357142858,33930.0
332,2013-07-04,PERU,MARITIMO,ECUADOR,35.68,1.32,4094.28
333,2013-05-05,MALAYSIA,MARITIMO,ECUADOR,10899.29,3216.39,28290.0
334,2013-07-11,CHINA,MARITIMO,ECUADOR,70.73,3.57,3933.66
335,2013-07-17,INDONESIA,MARITIMO,ECUADOR,178007.02,19340.0,497400.0
336,2013-08-07,UNITED STATES,AEREA,ECUADOR,173.96,13.22,316.59
337,2013-07-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,214384.31,16820.0,538875.0
338,2013-07-22,CHINA,MARITIMO,ECUADOR,190602.0,18530.75,529450.0
340,2013-07-28,PERU,MARITIMO,ECUADOR,468633.59,95385.6,33350.0
342,2013-08-01,INDONESIA,MARITIMO,ECUADOR,167587.0,13174.0,409500.0
343,2013-07-27,INDONESIA,MARITIMO,ECUADOR,191540.0,16320.0,1098000.0
344,2013-07-27,CHINA,MARITIMO,ECUADOR,193060.0,16320.0,1789050.560509554
345,2013-08-04,MALAYSIA,MARITIMO,ECUADOR,178702.0,15138.0,484600.0
346,2013-08-08,CHINA,MARITIMO,ECUADOR,104.63,5.16,3098.61
347,2013-08-07,MALAYSIA,MARITIMO,ECUADOR,32577.18,7522.82,100000.0
348,2013-08-07,INDONESIA,MARITIMO,ECUADOR,32577.18,7522.82,100000.0
349,2013-08-02,CHINA,MARITIMO,ECUADOR,179911.59,20048.8,527600.0
350,2013-08-02,PERU,MARITIMO,ECUADOR,72500.0,13815.23,200000.0
351,2013-08-13,PERU,MARITIMO,ECUADOR,58184.0,8596.0,140000.0
352,2013-08-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,180370.41,26647.6,434000.0
353,2013-08-18,MALAYSIA,MARITIMO,ECUADOR,111000.0,18000.0,300000.0
354,2013-08-16,UNITED STATES,MARITIMO,ECUADOR,128742.5,28530.0,408500.0
355,2013-08-24,UNITED STATES,MARITIMO,ECUADOR,32577.18,7522.82,100000.0
356,2013-08-22,MALAYSIA,MARITIMO,ECUADOR,66150.0,16800.0,210000.0
357,2013-09-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,152966.34,24666.66,459000.0
358,2013-09-01,INDONESIA,MARITIMO,ECUADOR,202420.0,16845.0,540000.0
359,2013-08-31,RUSSIAN FEDERATION,MARITIMO,ECUADOR,3198949.5,270600.0,10499048.0
360,2013-08-31,MALAYSIA,MARITIMO,ECUADOR,558442.5,53812.5,12097816.666666666
361,2013-08-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,32577.18,7522.82,100000.0
362,2013-09-08,INDONESIA,MARITIMO,ECUADOR,553413.5,107561.8,33520.0
363,2013-09-08,MALAYSIA,MARITIMO,ECUADOR,1662980.0,110880.0,4400000.0
364,2013-09-08,CHINA,MARITIMO,ECUADOR,1634779.25,108999.7,4325385.0
365,2013-09-17,PERU,MARITIMO,ECUADOR,80090.0,10000.0,210000.0
366,2013-09-22,PERU,MARITIMO,ECUADOR,184243.95,18391.05,513000.0
367,2013-09-20,INDONESIA,MARITIMO,ECUADOR,118400.0,19200.0,320000.0
368,2013-09-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,160950.0,22500.0,436740.0
369,2013-09-26,MALAYSIA,MARITIMO,ECUADOR,52170.0,7500.0,141564.0
370,2012-10-06,MALAYSIA,MARITIMO,ECUADOR,553005.0,86625.0,1500000.0
371,2013-10-14,UNITED STATES,MARITIMO,ECUADOR,118308.6,11292.0,324000.0
372,2013-10-15,PERU,MARITIMO,ECUADOR,477852.03,103722.7,33430.0
373,2013-11-24,INDONESIA,MARITIMO,ECUADOR,110250.0,9750.0,315000.0
376,2013-11-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,13200000.0,1600000.0,40000000.0
377,2013-11-08,PERU,MARITIMO,ECUADOR,159821.09,15138.9,486000.0
378,2013-11-08,MALAYSIA,MARITIMO,ECUADOR,194036.5,17570.0,540000.0
379,2013-11-11,CHINA,MARITIMO,ECUADOR,172292.0,15979.0,513000.0
380,2013-11-03,MALAYSIA,MARITIMO,ECUADOR,118827.5,10167.5,319000.0
381,2013-10-31,CHINA,MARITIMO,ECUADOR,107385.0,12615.0,300000.0
382,2013-11-25,INDONESIA,MARITIMO,ECUADOR,170003.8,16820.0,536850.0
383,2013-11-22,MALAYSIA,MARITIMO,ECUADOR,5088536.0,749586.31,15471534.0
386,2013-11-18,UNITED STATES,MARITIMO,ECUADOR,199699.8,17375.0,580000.0
387,2013-11-20,CHINA,MARITIMO,ECUADOR,98600.0,15000.0,291160.0
388,2013-11-25,INDONESIA,MARITIMO,ECUADOR,112240.44,20880.0,348000.0
389,2013-12-08,INDONESIA,MARITIMO,ECUADOR,163224.0,15198.0,486000.0
390,2013-12-17,INDONESIA,MARITIMO,ECUADOR,151348.95,14299.04,476000.0
392,2013-12-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,97240.0,15000.0,287144.0
394,2013-12-22,PERU,MARITIMO,ECUADOR,108262.0,5082.0,308000.0
395,2013-12-22,CHINA,MARITIMO,ECUADOR,151348.95,14299.04,476000.0
396,2013-12-22,MALAYSIA,MARITIMO,ECUADOR,154156.0,14297.0,459000.0
397,2014-01-02,UNITED STATES,MARITIMO,ECUADOR,600000.0,90000.0,2000000.0
399,2013-12-19,INDONESIA,MARITIMO,ECUADOR,93196.55,7369.0,243000.0
400,2013-12-18,PERU,MARITIMO,ECUADOR,99714.6,22516.2,1072200.0
401,2013-12-18,CHINA,MARITIMO,ECUADOR,100936.91,22516.2,1789050.560509554
402,2013-12-18,INDONESIA,MARITIMO,ECUADOR,135397.42,30021.6,1789050.560509554
403,2013-10-31,RUSSIAN FEDERATION,MARITIMO,ECUADOR,97280.0,17280.0,304000.0
408,2014-01-30,RUSSIAN FEDERATION,CARRETERA,ECUADOR,100400.0,8000.0,240000.0
409,2014-02-03,INDONESIA,CARRETERA,ECUADOR,87344.0,12228.71,206000.0
410,2013-10-31,PERU,MARITIMO,ECUADOR,92160.0,16200.0,288000.0
411,2014-02-03,CHINA,CARRETERA,ECUADOR,108000.0,7200.0,240000.0
412,2014-02-06,INDONESIA,CARRETERA,ECUADOR,100064.0,14004.37,236000.0
413,2014-01-02,UNITED STATES,MARITIMO,ECUADOR,96415.59,8185.0,252750.0
414,2014-02-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,108700.0,8000.0,260000.0
415,2014-02-10,UNITED STATES,CARRETERA,ECUADOR,100064.0,14004.37,236000.0
416,2014-02-08,UNITED STATES,CARRETERA,ECUADOR,53400.0,2250.0,120000.0
417,2014-02-11,RUSSIAN FEDERATION,CARRETERA,ECUADOR,121500.0,7200.0,270000.0
418,2014-01-20,INDONESIA,MARITIMO,ECUADOR,738790.38,139748.59,2085800.0
419,2014-02-13,RUSSIAN FEDERATION,CARRETERA,ECUADOR,40100.0,2500.0,89618.0
420,2014-02-15,CHINA,CARRETERA,ECUADOR,40330.8,2269.2,89050.0
421,2014-02-18,MALAYSIA,CARRETERA,ECUADOR,20800.0,878.49,60000.0
422,2014-02-18,CHINA,CARRETERA,ECUADOR,20800.0,600.29,60000.0
426,2014-01-20,MALAYSIA,MARITIMO,ECUADOR,1936460.12,312225.78,5501776.0
427,2014-01-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1955056.12,312225.78,5501776.0
428,2014-02-19,CHINA,CARRETERA,ECUADOR,13490.4,984.6,90000.0
429,2014-02-19,UNITED STATES,CARRETERA,ECUADOR,26840.4,984.6,96152.22222222222
430,2014-02-26,UNITED STATES,CARRETERA,ECUADOR,12400.0,1500.0,30003.0
431,2014-02-25,CHINA,CARRETERA,ECUADOR,39730.8,1969.2,90190.0
432,2014-02-25,RUSSIAN FEDERATION,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
433,2014-02-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,27440.0,1500.0,60000.0
434,2014-03-05,INDONESIA,CARRETERA,ECUADOR,45.7,6.32,240100.0
435,2014-03-05,UNITED STATES,CARRETERA,ECUADOR,109680.0,15160.82,3812384.6063829786
436,2014-02-27,MALAYSIA,CARRETERA,ECUADOR,135500.0,7200.0,299600.0
437,2014-02-26,RUSSIAN FEDERATION,AEREA,ECUADOR,163.29,22.84,530.0
438,2014-03-06,PERU,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
439,2014-03-07,UNITED STATES,CARRETERA,ECUADOR,26500.0,3000.0,60006.0
440,2014-03-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26000.0,500.0,50000.0
441,2014-03-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26400.0,1250.0,90150.0
442,2014-03-06,INDONESIA,CARRETERA,ECUADOR,13200.0,1000.0,89674.46153846153
443,2014-03-05,PERU,CARRETERA,ECUADOR,14080.0,1000.0,91940.0
444,2014-03-05,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26400.0,1550.0,96152.22222222222
445,2014-03-07,CHINA,CARRETERA,ECUADOR,27440.0,1500.0,60000.0
446,2014-03-10,UNITED STATES,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
447,2014-01-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,278625.0,21720.0,1450000.0
448,2014-01-26,PERU,MARITIMO,ECUADOR,278625.0,21720.0,1789050.560509554
449,2014-03-08,CHINA,CARRETERA,ECUADOR,13200.0,750.0,90190.0
450,2014-03-08,INDONESIA,CARRETERA,ECUADOR,26400.0,1500.0,96152.22222222222
451,2014-03-10,CHINA,CARRETERA,ECUADOR,53774.4,5625.6,120000.0
452,2014-03-07,CHINA,CARRETERA,ECUADOR,27440.0,1500.0,60000.0
453,2014-03-12,UNITED STATES,CARRETERA,ECUADOR,26500.0,3000.0,60006.0
454,2014-03-13,RUSSIAN FEDERATION,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
455,2014-01-26,UNITED STATES,MARITIMO,ECUADOR,278625.0,15000.0,725000.0
456,2014-01-26,PERU,MARITIMO,ECUADOR,203665.0,16530.0,550000.0
457,2014-03-13,PERU,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
458,2014-02-09,CHINA,MARITIMO,ECUADOR,127809.0,9249.0,300000.0
459,2014-02-18,CHINA,MARITIMO,ECUADOR,198180.0,31320.0,540000.0
460,2014-03-14,CHINA,CARRETERA,ECUADOR,27460.0,3000.0,60000.0
461,2014-03-17,MALAYSIA,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
462,2014-01-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,117453.6,10475.0,330000.0
463,2014-03-15,RUSSIAN FEDERATION,CARRETERA,ECUADOR,13200.0,1000.0,90000.0
464,2014-03-15,PERU,CARRETERA,ECUADOR,26400.0,1250.0,89674.46153846153
465,2014-03-14,INDONESIA,CARRETERA,ECUADOR,13200.0,1000.0,90000.0
466,2014-03-14,PERU,CARRETERA,ECUADOR,26400.0,1250.0,96152.22222222222
467,2014-03-17,MALAYSIA,CARRETERA,ECUADOR,52900.0,6000.0,120012.0
469,2014-03-18,PERU,CARRETERA,ECUADOR,27460.0,3000.0,60000.0
470,2014-03-20,UNITED STATES,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
471,2014-02-19,UNITED STATES,MARITIMO,ECUADOR,210031.59,16530.0,538980.0
472,2014-03-20,CHINA,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
477,2014-03-20,PERU,CARRETERA,ECUADOR,39600.0,2250.0,90000.0
482,2014-02-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,128152.59,9655.06,300750.0
483,2014-02-15,MALAYSIA,MARITIMO,ECUADOR,307800.0,48600.0,1100000.0
484,2014-02-15,UNITED STATES,MARITIMO,ECUADOR,110200.0,17400.0,449310.15555555554
490,2014-04-04,INDONESIA,AEREA,NO ESPECIFICADO,4.0,2.4,1.6
491,2014-03-04,UNITED STATES,MARITIMO,ECUADOR,188784.0,35568.0,547200.0
492,2014-03-12,UNITED STATES,MARITIMO,ECUADOR,606528.0,104832.0,33200.0
493,2014-03-12,UNITED STATES,MARITIMO,ECUADOR,256320.0,50400.0,33000.0
494,2014-03-10,MALAYSIA,MARITIMO,ECUADOR,235463.52,20510.0,512750.0
495,2014-03-13,CHINA,MARITIMO,ECUADOR,620000.0,80000.0,2000000.0
496,2014-03-04,CHINA,MARITIMO,ECUADOR,178011.0,29754.0,513000.0
497,2014-03-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,211370.66,15668.45,503000.0
498,2014-03-01,UNITED STATES,MARITIMO,ECUADOR,3554584.0,283800.0,8617900.0
499,2014-03-17,MALAYSIA,MARITIMO,ECUADOR,229581.25,39512.5,681250.0
500,2014-03-16,UNITED STATES,MARITIMO,ECUADOR,125136.0,22176.0,316800.0
501,2014-03-02,UNITED STATES,MARITIMO,ECUADOR,357329.12,24315.34,1624000.0
502,2014-03-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,357329.12,24315.34,3812384.6063829786
503,2014-04-06,RUSSIAN FEDERATION,AEREA,ECUADOR,89.9,7.16,274.07
504,2014-03-11,INDONESIA,MARITIMO,ECUADOR,5886330.0,572000.0,14307333.0
505,2014-03-07,MALAYSIA,MARITIMO,ECUADOR,180225.0,24030.0,480600.0
506,2014-03-07,INDONESIA,MARITIMO,ECUADOR,10875.0,1450.0,29000.0
512,2014-05-19,MALAYSIA,MARITIMO,ECUADOR,46077.3,3000.0,115476.0
513,2014-05-19,MALAYSIA,MARITIMO,ECUADOR,142308.0,31356.0,482400.0
514,2014-05-02,CHINA,MARITIMO,ECUADOR,100898.8,6857.2,29200.0
515,2014-05-26,UNITED STATES,MARITIMO,ECUADOR,179548.83,16819.97,516760.0
516,2014-05-26,UNITED STATES,MARITIMO,ECUADOR,331632.0,70560.0,1010240.0
517,2014-05-25,UNITED STATES,MARITIMO,ECUADOR,333036.0,62640.0,1044000.0
519,2014-05-31,MALAYSIA,MARITIMO,ECUADOR,125634.6,6930.0,315630.0
520,2014-06-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,94248.0,19448.0,299200.0
521,2014-06-08,CHINA,MARITIMO,ECUADOR,170553.59,36288.0,591260.0
522,2014-06-08,CHINA,MARITIMO,ECUADOR,74986.8,5250.0,202048.0
541,2014-09-02,INDONESIA,AEREA,ECUADOR,101.48,80.52,718.13
542,2014-08-13,MALAYSIA,MARITIMO,ECUADOR,53179.0,14000.0,147000.0
543,2014-08-13,PERU,MARITIMO,ECUADOR,98761.0,26000.0,273000.0
544,2014-08-18,PERU,MARITIMO,ECUADOR,160398.0,33516.0,479864.0
545,2014-08-18,INDONESIA,MARITIMO,ECUADOR,369869.5,71294.08,1096832.0
546,2014-08-17,PERU,MARITIMO,ECUADOR,45582.0,13310.0,126000.0
547,2014-07-31,INDONESIA,MARITIMO,ECUADOR,49776.65,4985.48,55000.0
548,2014-09-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,67939.2,15120.0,202048.0
549,2014-09-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,297079.19,57288.0,820446.0
550,2014-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,172530.0,16148.43,999000.0
551,2014-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,182115.0,17045.57,1449536.971291866
552,2014-09-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,42061.7,2800.0,136400.0
553,2014-09-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,368483.0,33300.0,999000.0
554,2014-09-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,90604.8,17472.0,250224.0
555,2014-09-27,CHINA,MARITIMO,ECUADOR,5713833.5,750750.0,16562579.0
556,2014-09-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,354645.0,33099.0,999000.0
557,2014-10-26,GERMANY,AEREA,ECUADOR,127.27,61.16,303.12
558,2014-10-06,CHINA,MARITIMO,ECUADOR,1364925.38,135076.56,13420000.0
559,2014-10-06,CHINA,MARITIMO,ECUADOR,909947.81,90050.8,3525985.777777778
560,2014-10-06,CHINA,MARITIMO,ECUADOR,454973.91,45025.4,3525985.777777778
561,2014-10-06,CHINA,MARITIMO,ECUADOR,1819899.25,180101.95,3525985.777777778
562,2014-10-06,CHINA,MARITIMO,ECUADOR,365999.62,36220.28,3525985.777777778
563,2014-10-06,CHINA,MARITIMO,ECUADOR,3389720.0,322978.97,8909765.0
564,2014-10-06,CHINA,MARITIMO,ECUADOR,1874752.75,185712.92,5123115.0
565,2014-10-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,199800.0,17935.0,540000.0
566,2014-10-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,169830.0,11900.0,459000.0
567,2014-11-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,101376.0,20592.0,316800.0
568,2014-10-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,179820.0,16151.0,486000.0
569,2014-10-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,167029.09,15259.0,451430.0
570,2014-11-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,375100.0,62700.0,1100000.0
571,2014-11-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,370137.59,30067.2,1036800.0
572,2014-10-26,CHINA,MARITIMO,ECUADOR,66197.25,10350.18,81000.0
573,2014-11-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,362880.0,70560.0,1010240.0
574,2014-12-17,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
575,2014-12-20,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
576,2014-11-22,CHINA,MARITIMO,ECUADOR,2307877.0,235950.0,7150000.0
577,2014-11-22,CHINA,MARITIMO,ECUADOR,950756.38,94446.0,13180000.0
578,2014-11-22,CHINA,MARITIMO,ECUADOR,1793880.0,178200.0,3525985.777777778
579,2014-11-22,CHINA,MARITIMO,ECUADOR,909563.62,90354.0,3525985.777777778
580,2014-11-22,CHINA,MARITIMO,ECUADOR,678939.19,71940.0,3525985.777777778
581,2014-11-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,188910.27,28853.73,544410.0
582,2014-11-26,CHINA,MARITIMO,ECUADOR,11840052.0,1480500.0,32900000.0
583,2014-12-26,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
584,2014-12-26,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
585,2014-11-17,CHINA,MARITIMO,ECUADOR,66197.25,10350.18,81000.0
586,2014-12-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,184406.41,38304.0,548568.0
587,2014-12-24,GERMANY,AEREA,ECUADOR,89.85,26.64,2117.65
588,2014-12-29,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
589,2014-12-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,157728.69,22344.0,399000.0
590,2014-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,375091.19,36230.4,1065600.0
591,2015-01-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
592,2014-12-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,210519.0,21735.0,621000.0
593,2014-11-11,CHINA,MARITIMO,ECUADOR,44131.5,6900.12,54000.0
594,2014-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,184406.41,38304.0,548568.0
595,2014-12-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,184406.41,38304.0,548568.0
596,2014-11-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,157680.0,12528.0,432000.0
597,2014-12-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,353970.0,35910.0,1026000.0
598,2014-12-29,RUSSIAN FEDERATION,MARITIMO,ECUADOR,299367.0,62770.5,965700.0
599,2014-12-05,GERMANY,MARITIMO,ECUADOR,383.0,37.98,978.0
600,2014-11-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,159721.2,34030.8,496800.0
601,2015-11-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,280140.0,34510.0,1015000.0
602,2015-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,480053.09,37050.91,1641600.0
603,2015-11-30,UNITED STATES,MARITIMO,ECUADOR,153725.0,10100.0,537500.0
604,2015-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,172774.78,11700.42,510874.0
605,2016-01-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,32160.0,2700.0,96000.0
606,2016-01-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,13600.0,400.0,32000.0
607,2015-12-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,182622.53,15463.87,548416.0
608,2016-01-21,PERU,CARRETERA,ECUADOR,13120.0,666.25,64115.2
609,2015-12-20,CHINA,MARITIMO,ECUADOR,153625.0,5600.0,500000.0
610,2016-01-22,RUSSIAN FEDERATION,CARRETERA,ECUADOR,42880.0,3600.0,128000.0
611,2015-12-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,370567.31,38360.0,1267200.0
612,2016-01-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,32160.0,2700.0,96000.0
613,2015-12-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,128673.0,16762.0,493000.0
614,2016-01-15,CHINA,MARITIMO,ECUADOR,356816.0,31175.0,1450000.0
615,2016-02-01,CHINA,CARRETERA,ECUADOR,46950.0,8288.5,150000.0
616,2016-02-01,CHINA,CARRETERA,ECUADOR,46950.0,8288.5,150000.0
617,2016-02-01,RUSSIAN FEDERATION,CARRETERA,ECUADOR,32160.0,2700.0,96000.0
618,2016-02-04,CHINA,CARRETERA,ECUADOR,46950.0,8288.5,150000.0
619,2016-02-04,CHINA,CARRETERA,ECUADOR,46950.0,8288.5,150000.0
620,2016-02-03,RUSSIAN FEDERATION,CARRETERA,ECUADOR,42880.0,3600.0,128000.0
621,2016-01-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,88222.0,9680.0,310800.0
622,2016-01-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,428345.12,51272.0,1508000.0
623,2016-02-09,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
624,2016-02-09,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
625,2016-01-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,287132.0,25350.0,1092000.0
626,2016-01-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,151705.73,15463.87,548568.0
627,2016-02-11,PERU,CARRETERA,ECUADOR,3360.0,331.94,52000.0
628,2016-01-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,140035.91,16762.0,493000.0
629,2016-01-15,CHINA,MARITIMO,ECUADOR,891360.0,77400.0,3600000.0
630,2016-02-15,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
631,2016-02-15,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
632,2016-02-15,RUSSIAN FEDERATION,CARRETERA,ECUADOR,21248.0,1800.0,64000.0
633,2016-02-18,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
634,2016-02-18,CHINA,CARRETERA,ECUADOR,46950.0,5000.0,150000.0
