,FECHA,PAIS ORIGEN,VIA TRANSPORTE,PAIS DESTINO,FOB U$S,FLETE U$S,TOTAL KGS NETO
57,2009-10-25,GERMANY,AEREA,ECUADOR,205.94,42.15,381.73
58,2009-10-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1181250.0,268750.0,5000000.0
59,2009-10-27,RUSSIAN FEDERATION,CARRETERA,ECUADOR,39600.0,5040.0,120000.0
60,2009-10-31,RUSSIAN FEDERATION,CARRETERA,ECUADOR,19800.0,2520.0,60000.0
61,2009-11-05,RUSSIAN FEDERATION,CARRETERA,ECUADOR,19500.01,1538.72,90000.0
62,2009-11-07,RUSSIAN FEDERATION,CARRETERA,ECUADOR,21846.0,1540.0,66000.0
63,2009-11-10,LATVIA,CARRETERA,ECUADOR,19860.0,1480.0,60000.0
64,2009-10-22,LITHUANIA,MARITIMO,ECUADOR,6215000.0,1375000.0,27500000.0
65,2009-11-04,PERU,CARRETERA,ECUADOR,10800.0,200.0,30000.0
66,2009-11-12,POLAND,CARRETERA,ECUADOR,9930.0,740.0,30000.0
67,2009-10-30,BELARUS,MARITIMO,ECUADOR,1320000.0,247500.0,5500000.0
68,2009-10-30,BELARUS,MARITIMO,ECUADOR,4173201.25,702031.5,15600700.0
69,2009-11-26,RUSSIAN FEDERATION,CARRETERA,ECUADOR,19800.0,1480.0,60000.0
70,2009-11-25,RUSSIAN FEDERATION,CARRETERA,ECUADOR,19800.0,2520.0,60000.0
71,2009-11-26,VENEZUELA,MARITIMO,ECUADOR,1445510.0,220000.0,5500000.0
72,2009-12-11,RUSSIAN FEDERATION,CARRETERA,ECUADOR,19680.0,1480.0,60000.0
73,2009-12-16,RUSSIAN FEDERATION,CARRETERA,ECUADOR,40800.0,3660.0,120000.0
74,2009-12-17,RUSSIAN FEDERATION,CARRETERA,ECUADOR,29700.0,2250.0,90000.0
75,2009-12-20,VENEZUELA,MARITIMO,ECUADOR,4322723.0,953423.06,16159713.0
76,2009-12-23,VENEZUELA,MARITIMO,ECUADOR,1579057.5,299041.72,5863563.0
77,2009-12-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,19800.0,1480.0,60000.0
78,2010-01-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,29700.0,2220.0,90000.0
79,2010-02-11,RUSSIAN FEDERATION,CARRETERA,ECUADOR,10050.0,740.0,30000.0
80,2010-01-13,BELARUS,MARITIMO,ECUADOR,2892093.0,529725.0,10090000.0
81,2010-02-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1807740.0,316500.0,6000000.0
82,2010-02-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1783500.0,316500.0,6000000.0
83,2010-02-28,VENEZUELA,MARITIMO,ECUADOR,4519282.0,908724.56,16227224.0
84,2010-02-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1468998.12,274542.59,5204599.0
85,2010-02-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2223375.0,433125.0,7700000.0
86,2010-03-07,VENEZUELA,MARITIMO,ECUADOR,4318730.0,847106.44,15126901.0
87,2010-03-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,4466717.0,924239.38,13203420.0
88,2010-03-28,GERMANY,AEREA,ECUADOR,22.6,4.18,820.0
89,2010-04-05,GERMANY,AEREA,ECUADOR,24.28,3.29,470.0
90,2010-04-13,COLOMBIA,CARRETERA,ECUADOR,1925.0,30.0,350.0
91,2010-05-04,VENEZUELA,MARITIMO,ECUADOR,4181096.25,658082.75,16757901.0
92,2010-04-15,LATVIA,MARITIMO,ECUADOR,3994320.0,722700.0,13200000.0
93,2010-05-17,RUSSIAN FEDERATION,CARRETERA,ECUADOR,30960.0,3900.0,90000.0
94,2010-05-12,VENEZUELA,MARITIMO,ECUADOR,5250395.0,839197.19,21651114.0
95,2010-05-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1873608.0,382800.0,6600000.0
96,2010-05-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1880938.88,382800.0,6600000.0
97,2010-07-15,VENEZUELA,MARITIMO,ECUADOR,4050243.25,668166.44,16497936.0
98,2010-08-03,PERU,CARRETERA,ECUADOR,12000.0,400.0,40000.0
99,2010-07-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,4776444.0,964938.19,16082303.0
100,2010-09-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,68400.0,4800.0,180000.0
101,2010-09-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,68400.0,7200.0,180000.0
102,2010-09-29,GERMANY,AEREA,ECUADOR,228.26,64.7,501.87
103,2010-10-05,RUSSIAN FEDERATION,CARRETERA,ECUADOR,79800.0,8400.0,210000.0
104,2010-10-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,34200.0,2550.0,90000.0
105,2010-10-13,RUSSIAN FEDERATION,CARRETERA,ECUADOR,79800.0,8400.0,210000.0
106,2010-10-19,RUSSIAN FEDERATION,CARRETERA,ECUADOR,57000.0,6000.0,150000.0
107,2010-10-10,UKRAINE,MARITIMO,ECUADOR,2279112.0,343200.0,6600000.0
108,2010-10-10,UKRAINE,MARITIMO,ECUADOR,2279112.0,343200.0,6600000.0
109,2010-10-10,UKRAINE,MARITIMO,ECUADOR,2425497.75,400399.62,7699993.0
110,2010-11-15,GERMANY,AEREA,ECUADOR,33.37,14.77,715.91
111,2010-12-05,GERMANY,AEREA,ECUADOR,108.26,7.51,582.97
112,2010-11-21,SPAIN,MARITIMO,ECUADOR,77.4,55.91,13902.0
113,2010-11-04,BELARUS,MARITIMO,ECUADOR,3461400.0,450000.0,9000000.0
114,2010-12-27,PERU,CARRETERA,ECUADOR,10360.0,320.0,37000.0
115,2011-01-04,PERU,CARRETERA,ECUADOR,11200.0,320.0,40000.0
116,2010-12-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,3718121.0,390362.5,9350000.0
117,2011-01-14,PERU,CARRETERA,ECUADOR,11200.0,300.0,40000.0
118,2011-01-10,VENEZUELA,MARITIMO,ECUADOR,6026304.5,819262.31,15755044.0
119,2011-02-09,RUSSIAN FEDERATION,CARRETERA,ECUADOR,70400.0,7360.0,160000.0
120,2011-02-16,RUSSIAN FEDERATION,CARRETERA,ECUADOR,40950.0,2160.0,90000.0
121,2011-02-09,VENEZUELA,MARITIMO,ECUADOR,6077416.5,677174.31,16492311.0
122,2011-01-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,7218750.0,990000.0,22036500.0
123,2011-02-23,RUSSIAN FEDERATION,CARRETERA,ECUADOR,66000.0,4250.0,150000.0
124,2010-12-29,INDIA,MARITIMO,ECUADOR,37.6,11.36,1847.91
125,2011-03-02,RUSSIAN FEDERATION,CARRETERA,ECUADOR,79200.0,5100.0,180000.0
126,2011-02-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,3011850.0,476250.0,7500000.0
127,2011-02-28,RUSSIAN FEDERATION,CARRETERA,ECUADOR,54554.5,5400.0,119900.0
128,2011-03-08,RUSSIAN FEDERATION,CARRETERA,ECUADOR,108960.0,7920.0,240000.0
129,2011-02-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,3011850.0,476250.0,7500000.0
130,2011-03-10,RUSSIAN FEDERATION,CARRETERA,ECUADOR,122580.0,8910.0,270000.0
131,2011-03-09,COLOMBIA,CARRETERA,ECUADOR,1650.0,13.38,825.39
132,2011-03-16,RUSSIAN FEDERATION,CARRETERA,ECUADOR,67184.0,7092.0,152000.0
133,2011-03-16,RUSSIAN FEDERATION,CARRETERA,ECUADOR,81720.0,5940.0,180000.0
134,2011-03-17,RUSSIAN FEDERATION,CARRETERA,ECUADOR,40860.0,2970.0,90000.0
135,2011-02-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2845150.0,488950.0,7700000.0
136,2011-03-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,68100.0,4950.0,150000.0
137,2011-03-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,81720.0,5940.0,180000.0
138,2011-03-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,40860.0,2970.0,90000.0
139,2011-03-19,RUSSIAN FEDERATION,CARRETERA,ECUADOR,40860.0,2970.0,90000.0
140,2011-03-19,RUSSIAN FEDERATION,CARRETERA,ECUADOR,68100.0,4950.0,150000.0
141,2011-03-22,RUSSIAN FEDERATION,CARRETERA,ECUADOR,66300.0,7000.0,150000.0
142,2011-03-23,RUSSIAN FEDERATION,CARRETERA,ECUADOR,91896.0,9668.0,208000.0
143,2011-03-21,RUSSIAN FEDERATION,CARRETERA,ECUADOR,40860.0,2970.0,90000.0
144,2011-03-28,CHINA,CARRETERA,ECUADOR,135300.0,13500.0,300000.0
145,2011-03-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,9562934.0,956953.44,26398928.0
146,2011-03-14,RUSSIAN FEDERATION,MARITIMO,ECUADOR,153457.92,9825.2,308000.0
147,2011-03-21,RUSSIAN FEDERATION,MARITIMO,ECUADOR,3068527.0,417725.0,7700000.0
148,2011-04-06,VENEZUELA,MARITIMO,ECUADOR,5271644.0,759644.69,16499668.0
149,2011-03-16,FRANCE,AEREA,ECUADOR,65.04,267.4,16.0
150,2011-03-21,UKRAINE,MARITIMO,ECUADOR,402139.19,69092.8,1273600.0
151,2011-04-06,UKRAINE,MARITIMO,ECUADOR,788480.0,103400.0,2200000.0
152,2011-04-30,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26100.0,2400.0,60000.0
153,2011-04-27,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26100.0,2400.0,60000.0
154,2011-05-03,BELARUS,AEREA,NO ESPECIFICADO,1.2,97.42,4.8
155,2011-04-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,199080.0,30240.0,504000.0
156,2011-04-06,UKRAINE,MARITIMO,ECUADOR,1131900.0,155100.0,3300000.0
157,2011-04-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,186440.0,33040.0,472000.0
158,2011-05-01,UKRAINE,MARITIMO,ECUADOR,2040780.0,300000.0,6000000.0
159,2011-04-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,183635.0,12445.0,456000.0
160,2011-06-02,VENEZUELA,MARITIMO,ECUADOR,7008046.5,750428.62,16342087.0
161,2011-05-23,RUSSIAN FEDERATION,MARITIMO,ECUADOR,9480.0,1680.0,24000.0
162,2011-05-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1832626.62,276149.22,5020895.0
163,2011-07-06,GERMANY,AEREA,ECUADOR,167.88,17.42,518.69
164,2011-06-21,CHINA,MARITIMO,ECUADOR,122352.0,16116.0,240000.0
165,2011-06-21,CHINA,MARITIMO,ECUADOR,133528.2,17459.0,260000.0
166,2011-06-23,CHINA,MARITIMO,ECUADOR,254900.0,33250.0,500000.0
167,2011-06-23,CHINA,MARITIMO,ECUADOR,256785.0,33250.0,500000.0
168,2011-06-28,UNITED ARAB EMIRATES,MARITIMO,ECUADOR,524774.62,56625.4,1000000.0
169,2011-08-02,FRANCE,AEREA,ECUADOR,42.72,215.04,10.8
170,2011-06-28,CHINA,MARITIMO,ECUADOR,155199.0,20145.0,300000.0
171,2011-06-28,CHINA,MARITIMO,ECUADOR,156330.0,20145.0,300000.0
172,2011-08-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,34080.0,2620.0,48000.0
173,2011-07-04,CHINA,MARITIMO,ECUADOR,312660.0,39900.0,600000.0
174,2011-06-30,CHINA,MARITIMO,ECUADOR,310398.0,39900.0,600000.0
175,2011-08-08,VENEZUELA,MARITIMO,ECUADOR,8272019.5,749952.88,16331727.0
176,2011-08-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2570650.0,240000.0,5000000.0
177,2011-08-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2570650.0,240000.0,5000000.0
178,2011-09-20,FRANCE,AEREA,ECUADOR,60.67,265.62,16.0
179,2011-08-25,UKRAINE,MARITIMO,ECUADOR,4171559.75,423500.0,7700000.0
180,2011-08-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2743468.75,276652.31,5763590.0
181,2011-08-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1503.0,135.38,556700.0
182,2011-08-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,174180.12,19733.89,326180.0
183,2011-10-20,FRANCE,AEREA,ECUADOR,62.7,242.6,15.0
184,2011-09-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,1626900.0,171600.0,3300000.0
185,2011-09-28,CHINA,MARITIMO,ECUADOR,20176.6,3200.0,39960.0
186,2011-10-30,RUSSIAN FEDERATION,MARITIMO,ECUADOR,11467302.0,1094500.0,22000000.0
187,2011-11-23,VENEZUELA,MARITIMO,ECUADOR,9540907.0,908959.38,19794412.0
188,2011-11-16,SPAIN,MARITIMO,ECUADOR,78.48,1.57,11560.29
189,2011-11-08,CHINA,MARITIMO,ECUADOR,235000.0,33000.0,500000.0
190,2011-11-14,CHINA,MARITIMO,ECUADOR,240000.0,33000.0,500000.0
191,2011-11-18,CHINA,MARITIMO,ECUADOR,225598.59,27669.48,479997.0
192,2011-11-25,CHINA,MARITIMO,ECUADOR,244324.8,29975.27,519840.0
193,2011-12-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,953290.25,100352.0,1792000.0
194,2011-12-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,5589941.0,588448.0,10508000.0
195,2011-11-16,CHINA,MARITIMO,ECUADOR,235000.0,33000.0,500000.0
196,2011-11-23,CHINA,MARITIMO,ECUADOR,260770.62,33000.0,519948.0
197,2011-11-18,CHINA,MARITIMO,ECUADOR,260770.62,33000.0,519948.0
198,2011-11-19,CHINA,MARITIMO,ECUADOR,240000.0,33000.0,500000.0
199,2011-11-26,CHINA,MARITIMO,ECUADOR,492086.75,86016.77,1011962.0
200,2011-12-06,CHINA,MARITIMO,ECUADOR,174000.0,28000.0,400000.0
201,2011-12-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2442000.0,308000.0,5500000.0
202,2011-11-22,CHINA,MARITIMO,ECUADOR,239647.69,31974.03,498807.0
203,2011-11-22,CHINA,MARITIMO,ECUADOR,195622.81,22946.24,402003.0
204,2011-12-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,189760.0,14400.0,320000.0
205,2011-12-04,CHINA,MARITIMO,ECUADOR,366818.94,53000.0,735750.0
206,2011-11-25,CHINA,MARITIMO,ECUADOR,495606.38,86632.0,1019000.0
207,2011-12-08,CHINA,MARITIMO,ECUADOR,495606.38,86632.0,1019200.0
208,2011-12-08,CHINA,MARITIMO,ECUADOR,469052.03,56405.89,1010496.0
209,2011-12-02,CHINA,MARITIMO,ECUADOR,180000.0,28000.0,400000.0
210,2011-12-13,CHINA,MARITIMO,ECUADOR,491249.41,85870.4,1010240.0
211,2011-12-15,CHINA,MARITIMO,ECUADOR,90000.0,14000.0,200000.0
212,2011-12-15,CHINA,MARITIMO,ECUADOR,360000.0,56000.0,800000.0
213,2011-12-25,CHINA,MARITIMO,ECUADOR,45000.0,8014.48,100000.0
214,2011-12-15,CHINA,MARITIMO,ECUADOR,43500.0,7000.0,100000.0
215,2011-12-09,CHINA,MARITIMO,ECUADOR,380468.75,44400.0,744600.0
216,2011-12-09,CHINA,MARITIMO,ECUADOR,314605.16,36000.0,614450.0
217,2011-12-17,CHINA,MARITIMO,ECUADOR,155366.34,15576.28,322290.0
218,2011-12-26,CHINA,MARITIMO,ECUADOR,238133.69,31200.0,503880.0
219,2012-01-24,VENEZUELA,MARITIMO,ECUADOR,8101554.5,968810.88,21097798.0
220,2011-12-11,CHINA,MARITIMO,ECUADOR,499652.25,57000.0,1012500.0
221,2011-12-29,CHINA,MARITIMO,ECUADOR,204528.28,33660.8,432772.5
222,2012-01-28,FRANCE,MARITIMO,ECUADOR,2491.03,499.11,1119.6
223,2011-12-06,CHINA,MARITIMO,ECUADOR,261250.0,21250.0,500000.0
224,2011-12-06,CHINA,MARITIMO,ECUADOR,261250.0,21250.0,500000.0
225,2011-12-10,CHINA,MARITIMO,ECUADOR,50348.05,6000.0,102492.0
226,2011-12-03,CHINA,MARITIMO,ECUADOR,503184.62,58000.0,1020744.0
227,2011-12-20,CHINA,MARITIMO,ECUADOR,272380.62,31000.0,546750.0
228,2011-12-28,CHINA,MARITIMO,ECUADOR,59798.27,7000.0,121500.0
229,2011-12-28,CHINA,MARITIMO,ECUADOR,272480.62,30900.0,546750.0
230,2011-12-15,CHINA,MARITIMO,ECUADOR,8698.35,0.01,19996.2
231,2012-02-13,UKRAINE,MARITIMO,ECUADOR,1358280.0,164670.0,3300000.0
232,2012-02-13,UKRAINE,MARITIMO,ECUADOR,838420.0,109780.0,2200000.0
233,2012-02-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,162901.06,24017.0,329000.0
234,2012-03-17,VENEZUELA,MARITIMO,ECUADOR,7260295.0,757710.81,16500671.0
235,2012-03-17,UKRAINE,MARITIMO,ECUADOR,3697686.75,475475.0,9100000.0
236,2012-04-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,361213.44,26403.0,749250.0
237,2012-04-25,GERMANY,AEREA,ECUADOR,121.31,23.99,973.58
238,2012-04-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,347835.16,25429.0,721500.0
239,2012-04-22,VENEZUELA,MARITIMO,ECUADOR,8908340.0,757538.81,16496925.0
240,2012-06-16,UKRAINE,MARITIMO,ECUADOR,1821039.0,188100.0,3300000.0
241,2012-05-29,RUSSIAN FEDERATION,MARITIMO,ECUADOR,126198.0,42066.0,350550.0
242,2012-06-16,UKRAINE,MARITIMO,ECUADOR,1215874.0,125400.0,2200000.0
243,2012-06-18,UKRAINE,MARITIMO,ECUADOR,1149500.0,104500.0,2200000.0
244,2012-06-18,UKRAINE,MARITIMO,ECUADOR,519750.0,52250.0,1100000.0
245,2012-06-18,UKRAINE,MARITIMO,ECUADOR,1581750.0,175750.0,3700000.0
246,2012-06-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,133329.59,44443.2,370360.0
247,2012-06-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,125856.0,41952.0,349600.0
248,2012-06-18,UKRAINE,MARITIMO,ECUADOR,1567500.0,142500.0,3000000.0
249,2012-07-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,213532.0,47058.0,506000.0
250,2012-07-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,230649.98,29940.02,506000.0
251,2012-08-04,GERMANY,AEREA,ECUADOR,153.17,8.61,641.6
252,2012-07-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,10572.55,3534.0,29450.0
253,2012-07-27,UKRAINE,MARITIMO,ECUADOR,2066939.5,204782.64,4266305.0
254,2012-07-11,UKRAINE,MARITIMO,ECUADOR,1495857.0,191400.0,3300000.0
255,2012-07-27,UKRAINE,MARITIMO,ECUADOR,1601231.12,158400.0,3300000.0
256,2012-07-27,VENEZUELA,MARITIMO,ECUADOR,5672901.0,812676.06,13192793.0
257,2012-07-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,222669.41,14297.0,489600.0
258,2012-07-29,RUSSIAN FEDERATION,MARITIMO,ECUADOR,193392.0,34272.0,489600.0
259,2012-07-28,CHINA,MARITIMO,ECUADOR,28200.0,7680.0,60000.0
260,2012-07-27,UKRAINE,MARITIMO,ECUADOR,1276000.0,132000.0,2750000.0
261,2012-08-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,266243.12,17848.36,509250.0
262,2012-08-11,RUSSIAN FEDERATION,MARITIMO,ECUADOR,432481.5,30838.49,990000.0
263,2012-08-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,436800.19,31146.65,999880.0
264,2012-08-11,CHINA,MARITIMO,ECUADOR,10661.7,2190.0,21200.0
265,2012-08-26,FINLAND,MARITIMO,ECUADOR,1424333.0,184000.0,3200000.0
266,2012-08-26,FINLAND,MARITIMO,ECUADOR,1366500.0,172500.0,3000000.0
267,2012-08-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,225184.5,14275.5,500000.0
268,2012-08-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,863500.0,126500.0,2200000.0
269,2012-08-26,UKRAINE,MARITIMO,ECUADOR,633000.0,86250.0,1500000.0
270,2012-08-23,VENEZUELA,MARITIMO,ECUADOR,6087446.5,681794.0,14847431.0
271,2012-09-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,162889.16,59959.2,499660.0
272,2012-09-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,272107.03,17785.0,519750.0
273,2012-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,9304.9,1255.1,22000.0
274,2012-10-06,UKRAINE,MARITIMO,,553005.0,447246.2585714286,12097816.666666666
275,2012-10-06,UKRAINE,MARITIMO,,2765025.0,447246.2585714286,12097816.666666666
276,2012-10-25,VENEZUELA,MARITIMO,,6698387.5,856050.9761538461,14107377.205384614
277,2012-10-27,RUSSIAN FEDERATION,MARITIMO,,1287000.0,77173.73807017544,2421501.913043478
278,2012-09-13,CHINA,MARITIMO,,241000.0,35237.43509803921,1183290.1256880735
279,2012-09-13,CHINA,MARITIMO,,260400.0,35237.43509803921,1183290.1256880735
280,2012-11-09,RUSSIAN FEDERATION,MARITIMO,,4020720.0,127898.88980645163,3525985.777777778
281,2012-10-22,CHINA,MARITIMO,,97800.0,49565.43057142857,1449536.971291866
282,2012-10-27,RUSSIAN FEDERATION,MARITIMO,,1060000.0,44343.25357142858,679720.245614035
