,FECHA,PAIS ORIGEN,FOB U$S,TOTAL KGS NETO
1034,2017-11-23,RUSSIAN FEDERATION,28980.0,96000.0
1035,2017-10-31,RUSSIAN FEDERATION,482440.0,1680000.0
1036,2017-11-29,GERMANY,57.71,130.04
1037,2017-11-19,RUSSIAN FEDERATION,389188.81,1890000.0
1038,2017-12-04,GERMANY,57.41,1015.64
1039,2017-11-13,RUSSIAN FEDERATION,170268.0,1243200.0
1040,2017-11-13,RUSSIAN FEDERATION,170268.0,1789050.560509554
1041,2017-12-13,RUSSIAN FEDERATION,567530.44,2201010.0
1042,2017-12-13,RUSSIAN FEDERATION,20728.0,64000.0
1043,2017-11-20,RUSSIAN FEDERATION,454261.5,3277000.0
1044,2017-11-20,RUSSIAN FEDERATION,446292.0,1789050.560509554
1045,2017-11-19,RUSSIAN FEDERATION,250848.0,928000.0
1046,2017-11-21,RUSSIAN FEDERATION,2576666.0,9904540.0
1047,2017-11-21,RUSSIAN FEDERATION,1145185.5,4402020.0
1048,2017-11-13,RUSSIAN FEDERATION,81080.0,562400.0
1049,2017-11-13,RUSSIAN FEDERATION,72972.0,1789050.560509554
1050,2017-11-23,RUSSIAN FEDERATION,606496.0,2200000.0
1051,2017-11-23,LITHUANIA,107959.59,3300000.0
1052,2017-11-23,LITHUANIA,108126.35,2421501.913043478
1053,2017-11-23,LITHUANIA,108297.19,2421501.913043478
1054,2017-11-23,LITHUANIA,108463.96,2421501.913043478
1055,2017-11-23,LITHUANIA,461212.62,2421501.913043478
1056,2017-11-26,RUSSIAN FEDERATION,346899.0,1218000.0
1057,2017-11-27,RUSSIAN FEDERATION,250848.0,928000.0
1058,2017-11-11,RUSSIAN FEDERATION,72600.0,360000.0
1059,2017-12-03,RUSSIAN FEDERATION,486331.56,1809000.0
1060,2017-12-03,RUSSIAN FEDERATION,421817.75,1566000.0
1061,2017-12-26,RUSSIAN FEDERATION,19320.0,64000.0
1062,2017-12-26,RUSSIAN FEDERATION,8150.0,64000.0
1063,2017-11-11,RUSSIAN FEDERATION,91200.0,450000.0
1064,2017-12-10,RUSSIAN FEDERATION,225454.31,837000.0
1065,2017-12-10,RUSSIAN FEDERATION,14545.44,54000.0
1066,2017-12-10,RUSSIAN FEDERATION,94545.36,351000.0
1067,2017-12-10,RUSSIAN FEDERATION,683635.69,2538000.0
1068,2017-11-25,RUSSIAN FEDERATION,129225.0,450000.0
1069,2017-11-25,RUSSIAN FEDERATION,322787.5,1125000.0
1070,2017-12-27,CHINA,159241.5,550000.0
1071,2018-01-02,RUSSIAN FEDERATION,20480.0,64000.0
1072,2017-11-28,CHINA,152899.09,4400000.0
1073,2017-11-28,CHINA,153137.72,2421501.913043478
1074,2017-11-28,CHINA,153370.92,2421501.913043478
1075,2017-11-28,CHINA,153604.12,2421501.913043478
1076,2017-11-28,CHINA,652763.88,2421501.913043478
1077,2017-12-27,CHINA,955449.0,3300000.0
1078,2017-12-27,CHINA,318483.0,1100000.0
1079,2017-11-28,CHINA,945450.0,3300000.0
1080,2017-12-11,RUSSIAN FEDERATION,273035.0,1015.0
1081,2018-01-08,RUSSIAN FEDERATION,20480.0,64000.0
1082,2018-01-08,RUSSIAN FEDERATION,19320.0,64000.0
1083,2017-12-10,RUSSIAN FEDERATION,335500.0,1100000.0
1084,2017-12-21,RUSSIAN FEDERATION,2317744.0,8749620.0
1085,2017-12-21,RUSSIAN FEDERATION,1871100.0,6600000.0
1086,2017-11-17,CHINA,997500.0,3500000.0
1087,2018-01-11,RUSSIAN FEDERATION,38640.0,128000.0
1088,2018-01-11,RUSSIAN FEDERATION,10240.0,32000.0
1089,2017-12-18,RUSSIAN FEDERATION,310500.0,1100000.0
1090,2017-12-19,RUSSIAN FEDERATION,278415.0,1035000.0
1091,2017-12-21,RUSSIAN FEDERATION,989573.38,4398104.0
1092,2018-01-11,GERMANY,59.52,338.6
1093,2018-01-16,RUSSIAN FEDERATION,41200.0,128000.0
1094,2018-01-16,RUSSIAN FEDERATION,20480.0,64000.0
1095,2017-12-14,RUSSIAN FEDERATION,813944.0,3550000.0
1096,2017-11-17,CHINA,593880.0,2000000.0
1097,2017-12-14,RUSSIAN FEDERATION,1375000.0,5500000.0
1098,2017-12-14,RUSSIAN FEDERATION,526750.0,2450000.0
1099,2018-01-22,RUSSIAN FEDERATION,20480.0,64000.0
1100,2018-01-22,VENEZUELA,2059.8,31900.0
1101,2018-01-25,RUSSIAN FEDERATION,4062.5,52000.0
1102,2018-01-02,RUSSIAN FEDERATION,93288.0,374400.0
1103,2018-01-31,RUSSIAN FEDERATION,10670.0,128000.0
1104,2017-12-17,RUSSIAN FEDERATION,314736.0,1052000.0
1105,2018-01-16,RUSSIAN FEDERATION,556400.0,2500000.0
1106,2018-01-17,RUSSIAN FEDERATION,198300.95,891000.0
1107,2018-01-10,GERMANY,63.24,47.37
1108,2017-12-24,RUSSIAN FEDERATION,298358.0,1073000.0
1109,2017-12-24,RUSSIAN FEDERATION,296192.0,1102000.0
1110,2018-01-09,RUSSIAN FEDERATION,232322.0,986000.0
1111,2018-01-16,RUSSIAN FEDERATION,262960.0,1102000.0
1112,2018-01-03,RUSSIAN FEDERATION,276449.19,1095200.0
1113,2018-01-20,RUSSIAN FEDERATION,262960.0,1102000.0
1114,2018-02-16,VENEZUELA,2095.0,32000.0
1115,2018-01-12,RUSSIAN FEDERATION,139800.0,580000.0
1116,2018-01-16,RUSSIAN FEDERATION,113180.0,493000.0
1117,2018-02-09,RUSSIAN FEDERATION,333840.0,1500000.0
1118,2018-02-09,RUSSIAN FEDERATION,53414.4,240000.0
1119,2018-02-09,RUSSIAN FEDERATION,456693.12,2052000.0
1120,2018-01-31,RUSSIAN FEDERATION,214480.0,928.0
1121,2018-01-22,RUSSIAN FEDERATION,131155.2,518400.0
1122,2018-01-15,RUSSIAN FEDERATION,108220.0,420000.0
1123,2018-01-22,RUSSIAN FEDERATION,208500.0,900000.0
1124,2018-01-15,RUSSIAN FEDERATION,253750.0,1050000.0
1125,2018-02-05,RUSSIAN FEDERATION,71560.0,270000.0
1126,2018-03-01,RUSSIAN FEDERATION,15360.0,64000.0
1127,2018-02-05,RUSSIAN FEDERATION,271776.0,1102000.0
1128,2018-01-27,RUSSIAN FEDERATION,144940.0,580000.0
1129,2018-03-06,RUSSIAN FEDERATION,410788.5,1730000.0
1130,2018-02-13,GERMANY,357.0,876.5
1131,2018-02-11,RUSSIAN FEDERATION,122190.0,550000.0
1132,2018-02-26,RUSSIAN FEDERATION,608010.62,2592000.0
1133,2018-01-31,UNITED STATES,89164.8,345600.0
1134,2018-02-10,RUSSIAN FEDERATION,385275.0,1650000.0
1135,2018-02-11,RUSSIAN FEDERATION,94860.0,330000.0
1136,2018-03-13,RUSSIAN FEDERATION,8320.0,64000.0
1137,2018-02-04,RUSSIAN FEDERATION,85658.17,377000.0
1138,2018-02-10,RUSSIAN FEDERATION,783585.0,3300000.0
1139,2018-02-18,RUSSIAN FEDERATION,114820.0,462000.0
1140,2018-02-01,RUSSIAN FEDERATION,122774.0,493000.0
1141,2018-03-07,RUSSIAN FEDERATION,832730.62,3550000.0
1142,2018-03-07,RUSSIAN FEDERATION,139335.77,594000.0
1143,2018-02-04,RUSSIAN FEDERATION,26356.36,116000.0
1144,2018-03-11,RUSSIAN FEDERATION,401118.12,1710000.0
1145,2018-01-31,UNITED STATES,36945.6,143200.0
1146,2018-03-22,RUSSIAN FEDERATION,5440.0,64000.0
1147,2018-03-23,UNITED STATES,35.17,170.0
1148,2018-02-01,RUSSIAN FEDERATION,144440.0,580000.0
1149,2018-03-26,RUSSIAN FEDERATION,9600.0,64000.0
1150,2018-02-27,RUSSIAN FEDERATION,133970.0,550000.0
1151,2018-02-01,RUSSIAN FEDERATION,130982.0,524000.0
1154,2018-03-12,GERMANY,367.14,8362.0
1155,2018-03-13,RUSSIAN FEDERATION,109890.0,435000.0
1156,2018-03-06,RUSSIAN FEDERATION,355338.81,1391200.0
1157,2018-04-09,RUSSIAN FEDERATION,8000.0,64000.0
1158,2018-02-28,RUSSIAN FEDERATION,123102.0,522000.0
1159,2018-03-20,RUSSIAN FEDERATION,278390.0,2200000.0
1160,2018-03-20,RUSSIAN FEDERATION,279490.0,1789050.560509554
1161,2018-04-12,RUSSIAN FEDERATION,10670.0,64000.0
1162,2018-04-13,COLOMBIA,261.5,50.0
1163,2018-03-22,RUSSIAN FEDERATION,126936.58,460800.0
1164,2018-03-13,RUSSIAN FEDERATION,146160.0,522000.0
1165,2018-02-01,RUSSIAN FEDERATION,14444.0,58000.0
1166,2018-03-04,RUSSIAN FEDERATION,341746.41,1353600.0
1167,2018-03-09,BELARUS,710964.0,2700000.0
1168,2018-04-18,GERMANY,218.88,478.22
1169,2018-04-10,RUSSIAN FEDERATION,113370.0,435000.0
1170,2018-04-07,RUSSIAN FEDERATION,123102.0,522000.0
1171,2018-05-14,RUSSIAN FEDERATION,5440.0,32000.0
1172,2018-04-23,RUSSIAN FEDERATION,268470.0,1102000.0
1173,2018-04-29,RUSSIAN FEDERATION,342796.81,2736000.0
1174,2018-04-29,RUSSIAN FEDERATION,335655.19,1789050.560509554
1175,2018-05-28,RUSSIAN FEDERATION,5600.0,32000.0
1176,2018-05-07,RUSSIAN FEDERATION,270140.0,1100000.0
1177,2018-05-07,RUSSIAN FEDERATION,254340.0,1044000.0
1178,2018-04-19,RUSSIAN FEDERATION,123102.0,522000.0
1179,2018-05-21,RUSSIAN FEDERATION,262440.0,1100000.0
1180,2018-06-14,RUSSIAN FEDERATION,2240.0,32000.0
1181,2018-05-25,GERMANY,187.0,1005.0
1182,2018-05-28,RUSSIAN FEDERATION,70120.0,288000.0
1183,2018-05-15,GERMANY,89874.4,316800.0
1184,2018-06-13,RUSSIAN FEDERATION,976360.0,4400000.0
1185,2018-05-28,GERMANY,182.29,951.0
1191,2018-06-16,RUSSIAN FEDERATION,842688.0,3300000.0
1192,2018-06-16,UNITED STATES,242940.0,3000000.0
1193,2018-06-16,UNITED STATES,485880.0,1789050.560509554
1194,2018-05-25,RUSSIAN FEDERATION,78249.6,316800.0
1195,2018-06-10,RUSSIAN FEDERATION,257956.0,1064.0
1196,2018-06-10,RUSSIAN FEDERATION,256040.0,1073000.0
1197,2018-06-17,RUSSIAN FEDERATION,262960.0,1102000.0
1198,2018-07-23,RUSSIAN FEDERATION,6600.0,32000.0
1199,2018-07-01,RUSSIAN FEDERATION,254964.8,1094400.0
1200,2018-07-09,RUSSIAN FEDERATION,254964.8,2188800.0
1201,2018-07-09,RUSSIAN FEDERATION,254964.8,1789050.560509554
1202,2018-07-10,RUSSIAN FEDERATION,209559.17,806400.0
1203,2018-07-05,RUSSIAN FEDERATION,185325.09,699340.0
1204,2018-07-15,RUSSIAN FEDERATION,322514.0,1363000.0
1205,2018-07-23,UNITED STATES,1392427.62,5201448.0
1206,2018-07-24,RUSSIAN FEDERATION,329376.0,1392000.0
1207,2018-07-24,RUSSIAN FEDERATION,281140.0,1100000.0
1208,2018-08-04,RUSSIAN FEDERATION,1168801.88,5203000.0
1209,2018-08-20,UNITED STATES,3885.0,32000.0
1210,2018-07-03,RUSSIAN FEDERATION,115084.8,518400.0
1211,2018-07-10,RUSSIAN FEDERATION,112808.8,510400.0
1212,2018-07-29,RUSSIAN FEDERATION,284440.0,1100000.0
1213,2018-08-06,RUSSIAN FEDERATION,322514.0,2726000.0
1214,2018-08-06,RUSSIAN FEDERATION,322514.0,1789050.560509554
1215,2018-08-07,RUSSIAN FEDERATION,339260.0,1100000.0
1216,2018-08-06,RUSSIAN FEDERATION,1538295.0,5500000.0
1217,2018-08-06,RUSSIAN FEDERATION,325864.62,1160280.0
1218,2018-08-06,CHINA,644496.0,2400000.0
1219,2018-08-13,RUSSIAN FEDERATION,317260.0,1100.0
1220,2018-08-25,RUSSIAN FEDERATION,1629622.75,5913000.0
1221,2018-08-26,RUSSIAN FEDERATION,468520.0,1700000.0
1222,2018-08-19,RUSSIAN FEDERATION,311940.0,1100000.0
1223,2018-08-20,RUSSIAN FEDERATION,164098.5,549900.0
1224,2018-08-27,RUSSIAN FEDERATION,317260.0,1100000.0
1225,2018-10-03,COLOMBIA,1056.25,445.0
1226,2018-09-11,RUSSIAN FEDERATION,123300.0,435000.0
1227,2018-09-08,RUSSIAN FEDERATION,465635.5,1550000.0
1228,2018-09-08,RUSSIAN FEDERATION,762048.0,2700000.0
1229,2018-09-09,RUSSIAN FEDERATION,311940.0,1100000.0
1230,2018-09-08,RUSSIAN FEDERATION,467573.0,1550000.0
1231,2018-09-08,CHINA,483498.0,1800000.0
1232,2018-09-04,CHINA,328464.0,1200000.0
1233,2018-09-09,GERMANY,354.0,1025.0
1234,2018-09-24,RUSSIAN FEDERATION,108411.24,345600.0
1235,2018-09-28,RUSSIAN FEDERATION,24429.6,87000.0
1236,2018-09-16,RUSSIAN FEDERATION,186184.0,666000.0
1237,2018-09-23,RUSSIAN FEDERATION,186184.0,666000.0
1238,2018-09-23,RUSSIAN FEDERATION,440724.0,1641600.0
1239,2018-09-24,GERMANY,706.0,1938.5
1240,2018-10-16,RUSSIAN FEDERATION,897000.0,3000000.0
1241,2018-10-07,RUSSIAN FEDERATION,160056.0,522000.0
1242,2018-10-09,RUSSIAN FEDERATION,1017170.88,3530740.0
1243,2018-10-09,LITHUANIA,1021481.25,3530750.0
1244,2018-10-03,RUSSIAN FEDERATION,51720.0,180000.0
1245,2018-10-09,RUSSIAN FEDERATION,1011809.62,3497320.0
1246,2018-10-23,RUSSIAN FEDERATION,1137909.25,3819000.0
1249,2018-10-05,CHINA,872648.0,2800000.0
1250,2018-10-22,RUSSIAN FEDERATION,318325.0,1015000.0
1251,2018-10-22,RUSSIAN FEDERATION,167308.0,546000.0
1252,2018-11-04,RUSSIAN FEDERATION,491052.81,1612800.0
1253,2018-11-12,RUSSIAN FEDERATION,178220.0,551000.0
1254,2018-11-11,RUSSIAN FEDERATION,340100.0,1102000.0
1255,2018-11-11,RUSSIAN FEDERATION,308175.0,1015000.0
1256,2018-11-03,RUSSIAN FEDERATION,1046367.0,3150000.0
1257,2018-11-03,RUSSIAN FEDERATION,1055092.5,3150000.0
1258,2018-11-16,RUSSIAN FEDERATION,2025702.0,6300000.0
1259,2018-11-11,RUSSIAN FEDERATION,227988.8,748800.0
1260,2018-11-26,RUSSIAN FEDERATION,594761.06,1971000.0
1261,2018-12-12,GERMANY,58.76,667.21
1262,2018-11-19,RUSSIAN FEDERATION,308175.0,1015000.0
1263,2018-11-19,RUSSIAN FEDERATION,331150.0,1073000.0
1264,2018-11-08,ESTONIA,2061500.0,7000000.0
1265,2018-11-13,RUSSIAN FEDERATION,165729.0,512850.0
1266,2018-11-25,RUSSIAN FEDERATION,339440.0,1100000.0
1267,2018-11-26,RUSSIAN FEDERATION,135484.06,402440.0
1268,2018-12-27,PERU,9360.0,32000.0
1269,2018-12-02,RUSSIAN FEDERATION,164968.0,493000.0
1270,2018-12-02,RUSSIAN FEDERATION,180936.0,522000.0
1271,2018-12-09,RUSSIAN FEDERATION,374070.0,1073000.0
1272,2018-12-08,NEW ZEALAND,285159.41,945000.0
1273,2019-01-04,GERMANY,34.33,278.17
1274,2018-12-31,RUSSIAN FEDERATION,1089466.12,3267000.0
1275,2018-12-23,RUSSIAN FEDERATION,362267.0,1073.0
1276,2018-12-23,RUSSIAN FEDERATION,283616.0,928.0
1277,2018-12-29,RUSSIAN FEDERATION,161304.0,488800.0
1278,2018-12-29,RUSSIAN FEDERATION,171072.0,518400.0
1282,2018-12-28,RUSSIAN FEDERATION,288896.0,921600.0
1283,2019-01-06,RUSSIAN FEDERATION,112519.0,319000.0
1288,2018-12-19,RUSSIAN FEDERATION,738315.88,2214000.0
1289,2019-11-25,RUSSIAN FEDERATION,275310.03,1102000.0
1290,2020-01-02,PERU,5100.01,32000.0
1291,2019-12-06,RUSSIAN FEDERATION,131328.0,547200.0
1292,2019-12-06,RUSSIAN FEDERATION,275310.03,1102000.0
1293,2019-12-06,SWITZERLAND,120305.6,493000.0
1294,2019-12-07,RUSSIAN FEDERATION,681842.19,3301100.0
1295,2019-12-07,RUSSIAN FEDERATION,118893.5,550000.0
1296,2020-01-10,COLOMBIA,256.0,7184.0
1297,2019-12-22,RUSSIAN FEDERATION,59758.0,223000.0
1298,2019-12-22,RUSSIAN FEDERATION,141536.0,580000.0
1299,2019-12-14,RUSSIAN FEDERATION,323882.53,1102000.0
1304,2019-12-29,RUSSIAN FEDERATION,130023.0,513000.0
1306,2019-12-31,RUSSIAN FEDERATION,1118536.0,5003740.0
1307,2019-12-31,RUSSIAN FEDERATION,512944.12,3314280.0
1308,2019-12-31,RUSSIAN FEDERATION,207381.48,1789050.560509554
1309,2019-11-25,RUSSIAN FEDERATION,7245.0,29000.0
1310,2019-11-25,RUSSIAN FEDERATION,7245.0,29000.0
1311,2019-12-22,RUSSIAN FEDERATION,316728.31,1073000.0
1312,2019-12-29,RUSSIAN FEDERATION,299486.88,1008000.0
1313,2020-02-08,UNITED STATES,2110.0,32000.0
1314,2020-01-18,RUSSIAN FEDERATION,377440.0,1624000.0
1315,2020-01-18,RUSSIAN FEDERATION,384180.0,1653000.0
1316,2020-01-11,RUSSIAN FEDERATION,191851.8,812000.0
1317,2020-01-22,RUSSIAN FEDERATION,191851.8,812000.0
1318,2020-02-06,GERMANY,3333.33,550.0
1319,2020-02-09,RUSSIAN FEDERATION,127170.0,522000.0
1320,2020-02-09,RUSSIAN FEDERATION,83892.0,336000.0
1321,2020-02-09,RUSSIAN FEDERATION,45000.0,174000.0
1322,2020-03-03,RUSSIAN FEDERATION,1705709.25,7342704.0
1323,2020-03-03,RUSSIAN FEDERATION,514956.44,2278770.25
1324,2020-03-03,PAISES BAJOS,2852.85,18592.0
1325,2020-03-04,RUSSIAN FEDERATION,92784.0,348000.0
1326,2020-03-02,RUSSIAN FEDERATION,82115.0,319000.0
1327,2020-03-02,RUSSIAN FEDERATION,330050.0,1334000.0
1328,2020-03-26,RUSSIAN FEDERATION,84372.0,312000.0
1329,2020-03-23,RUSSIAN FEDERATION,204282.0,864000.0
1330,2020-04-15,RUSSIAN FEDERATION,551168.62,2187000.0
1331,2020-03-29,RUSSIAN FEDERATION,313232.41,1324800.0
1332,2020-04-04,RUSSIAN FEDERATION,136324.8,522000.0
1333,2020-04-04,RUSSIAN FEDERATION,127764.0,522000.0
1334,2020-03-29,RUSSIAN FEDERATION,294294.0,1218000.0
1335,2020-03-29,RUSSIAN FEDERATION,71750.0,290000.0
1336,2020-04-04,RUSSIAN FEDERATION,140923.0,551000.0
1337,2020-04-05,RUSSIAN FEDERATION,271210.0,1073000.0
1338,2020-04-12,RUSSIAN FEDERATION,286729.75,1094400.0
1339,2020-04-25,RUSSIAN FEDERATION,425534.56,1641600.0
1340,2020-04-19,RUSSIAN FEDERATION,272980.44,1073000.0
1341,2020-04-17,RUSSIAN FEDERATION,69972.0,300000.0
1342,2020-04-24,RUSSIAN FEDERATION,897974.0,3850000.0
1343,2020-04-17,RUSSIAN FEDERATION,2088944.0,8800000.0
1344,2020-05-07,GERMANY,244.54,1787.0
1345,2020-04-26,RUSSIAN FEDERATION,427645.31,1653000.0
1346,2020-04-26,RUSSIAN FEDERATION,420142.78,1624000.0
1347,2020-04-26,RUSSIAN FEDERATION,114710.0,450000.0
1348,2020-05-02,RUSSIAN FEDERATION,427645.31,1653000.0
1349,2020-05-02,RUSSIAN FEDERATION,327240.0,1305000.0
1350,2020-05-16,RUSSIAN FEDERATION,405137.66,1566000.0
1351,2020-05-10,RUSSIAN FEDERATION,420142.78,1624000.0
1352,2020-05-22,RUSSIAN FEDERATION,450152.97,1740000.0
1353,2020-05-18,RUSSIAN FEDERATION,129330.0,522000.0
1355,2020-05-22,RUSSIAN FEDERATION,250181.0,1003000.0
1356,2020-05-31,RUSSIAN FEDERATION,269064.0,2175000.0
1357,2020-05-31,RUSSIAN FEDERATION,276336.0,1789050.560509554
1358,2020-06-03,CHINA,706200.0,3300000.0
1359,2020-06-03,RUSSIAN FEDERATION,224400.0,2100000.0
1360,2020-06-03,RUSSIAN FEDERATION,219000.0,1789050.560509554
1361,2020-06-03,RUSSIAN FEDERATION,205713.67,1014023.0
1362,2020-06-03,RUSSIAN FEDERATION,22857.25,1183290.1256880735
1363,2020-06-07,RUSSIAN FEDERATION,73080.0,203000.0
1364,2020-06-28,RUSSIAN FEDERATION,698115.0,3300000.0
1365,2020-06-28,RUSSIAN FEDERATION,312690.0,1500000.0
1366,2020-06-28,RUSSIAN FEDERATION,908160.0,4400000.0
1367,2020-06-28,RUSSIAN FEDERATION,902815.0,4418200.0
1368,2020-06-28,RUSSIAN FEDERATION,362700.0,1800000.0
1369,2020-06-28,RUSSIAN FEDERATION,445677.06,2179350.0
1370,2020-06-21,RUSSIAN FEDERATION,79233.0,319000.0
1371,2020-06-21,RUSSIAN FEDERATION,110170.58,491000.0
1372,2020-07-17,GERMANY,250.5,2068.0
1373,2020-06-21,RUSSIAN FEDERATION,6507.02,29000.0
1374,2020-07-05,RUSSIAN FEDERATION,74140.0,319000.0
1375,2020-07-23,GERMANY,3030.0,1300.0
1376,2020-07-12,RUSSIAN FEDERATION,254193.7,1073000.0
1377,2020-07-12,RUSSIAN FEDERATION,255344.42,1102000.0
1378,2020-09-01,BELARUS,1016400.0,4395000.0
1379,2020-09-01,BELARUS,143880.0,3525985.777777778
1380,2020-08-29,CHINA,639935.56,2700150.0
1381,2020-09-01,CHINA,954250.69,4185310.0
1382,2020-08-29,BELARUS,419148.0,1800000.0
1383,2020-09-01,BELARUS,500000.0,2605000.0
1384,2020-09-01,BELARUS,151250.0,1789050.560509554
1385,2020-08-22,RUSSIAN FEDERATION,245489.64,957000.0
1386,2020-08-22,RUSSIAN FEDERATION,108795.0,435000.0
1387,2020-07-28,CHINA,4850.0,48000.0
1388,2020-07-28,CHINA,11017.5,1183290.1256880735
1389,2020-07-28,CHINA,19831.5,1183290.1256880735
1390,2020-08-29,RUSSIAN FEDERATION,282377.97,1094400.0
1391,2020-08-28,RUSSIAN FEDERATION,275245.97,1073000.0
1392,2020-08-29,RUSSIAN FEDERATION,245489.64,957000.0
1393,2020-08-14,CHINA,75548.6,280700.0
1394,2020-08-29,RUSSIAN FEDERATION,274946.97,1065600.0
1395,2020-09-06,RUSSIAN FEDERATION,263422.0,1037000.0
1396,2020-09-07,RUSSIAN FEDERATION,258632.0,1100000.0
1397,2020-09-07,RUSSIAN FEDERATION,884932.5,3604760.0
1398,2020-09-07,ESTONIA,473725.0,1902510.0
1399,2020-09-07,RUSSIAN FEDERATION,522550.47,2068360.0
1400,2020-08-29,INDIA,307512.0,312000.0
1401,2020-09-12,RUSSIAN FEDERATION,265284.0,1044000.0
1402,2020-09-14,RUSSIAN FEDERATION,108978.52,406000.0
1403,2020-09-24,RUSSIAN FEDERATION,1762867.5,6950000.0
1407,2020-09-18,CHINA,424570.59,1603000.0
1408,2020-09-21,RUSSIAN FEDERATION,424625.94,1479000.0
1409,2020-10-25,RUSSIAN FEDERATION,109115.1,405000.0
1410,2020-09-28,RUSSIAN FEDERATION,416299.94,1450000.0
1411,2020-09-25,RUSSIAN FEDERATION,416299.94,1450000.0
1412,2020-10-07,BELARUS,424322.31,1650610.0
1413,2020-10-22,CHINA,1086800.0,4400000.0
1414,2020-10-03,RUSSIAN FEDERATION,316813.59,1094400.0
1415,2020-10-03,RUSSIAN FEDERATION,316813.59,1094400.0
1416,2020-10-22,BELARUS,188227.5,2150000.0
1417,2020-10-22,BELARUS,350854.0,3525985.777777778
1418,2020-10-22,BELGIUM,1380335.0,5500000.0
1419,2020-10-22,BELARUS,45776.96,1529161.0
1420,2020-10-22,BELARUS,324280.0,1789050.560509554
1421,2020-10-03,RUSSIAN FEDERATION,68112.0,232000.0
1422,2020-10-18,RUSSIAN FEDERATION,347501.0,1276000.0
1423,2020-10-20,RUSSIAN FEDERATION,150512.64,492000.0
1424,2020-10-18,RUSSIAN FEDERATION,51084.0,174000.0
1425,2020-10-27,RUSSIAN FEDERATION,3335417.25,13895000.0
1426,2020-10-27,RUSSIAN FEDERATION,48710.0,3525985.777777778
1427,2020-10-27,RUSSIAN FEDERATION,893000.0,3800000.0
1428,2020-10-27,CHINA,1086750.0,4500000.0
1429,2020-10-18,RUSSIAN FEDERATION,316813.59,1094400.0
1430,2020-10-30,RUSSIAN FEDERATION,145435.5,486000.0
1431,2020-10-25,RUSSIAN FEDERATION,339603.25,1247000.0
1432,2020-10-18,RUSSIAN FEDERATION,347501.0,1276000.0
1433,2020-11-15,RUSSIAN FEDERATION,55905.12,216000.0
1434,2020-11-23,RUSSIAN FEDERATION,466000.0,2000000.0
1435,2020-11-23,RUSSIAN FEDERATION,720000.0,3000000.0
1436,2020-11-23,RUSSIAN FEDERATION,3378500.0,14500000.0
1437,2020-12-21,PERU,20864.0,64000.0
1438,2020-12-05,RUSSIAN FEDERATION,62497.57,945000.0
1439,2020-12-05,RUSSIAN FEDERATION,62153.83,1789050.560509554
1440,2020-12-05,RUSSIAN FEDERATION,61810.09,1789050.560509554
1441,2020-12-05,RUSSIAN FEDERATION,61466.34,1789050.560509554
1442,2020-11-16,RUSSIAN FEDERATION,296776.0,1073000.0
1443,2020-11-12,RUSSIAN FEDERATION,191971.19,691200.0
1446,2020-11-21,RUSSIAN FEDERATION,118575.0,435000.0
1447,2020-11-28,RUSSIAN FEDERATION,359946.0,1296000.0
1448,2020-12-01,RUSSIAN FEDERATION,449923.78,1653000.0
1449,2020-12-12,RUSSIAN FEDERATION,62497.57,945000.0
1450,2020-12-12,RUSSIAN FEDERATION,62153.83,1789050.560509554
1451,2020-12-12,RUSSIAN FEDERATION,61810.09,1789050.560509554
1452,2020-12-12,RUSSIAN FEDERATION,61466.34,1789050.560509554
1453,2021-01-07,PERU,6520.0,64000.0
1454,2020-11-21,RUSSIAN FEDERATION,85056.4,316800.0
1455,2020-12-19,RUSSIAN FEDERATION,980025.94,4005010.0
1456,2020-11-17,RUSSIAN FEDERATION,95249.0,319000.0
1457,2020-11-17,RUSSIAN FEDERATION,82940.0,319000.0
1458,2020-12-14,RUSSIAN FEDERATION,514030.97,2098000.0
1459,2020-12-08,RUSSIAN FEDERATION,46203.5,700000.0
1460,2020-12-08,RUSSIAN FEDERATION,45948.88,1789050.560509554
1461,2020-12-08,RUSSIAN FEDERATION,45694.25,1789050.560509554
1462,2020-12-08,RUSSIAN FEDERATION,45439.63,1789050.560509554
1463,2020-11-16,CHINA,675000.0,2700000.0
1464,2020-12-19,RUSSIAN FEDERATION,168250.0,673000.0
1465,2020-12-14,RUSSIAN FEDERATION,556757.5,2180370.0
1466,2020-11-16,ALGERIA,229041.0,900000.0
1467,2020-12-19,RUSSIAN FEDERATION,133399.0,493000.0
1468,2020-12-19,RUSSIAN FEDERATION,1125675.0,6327000.0
1469,2020-12-19,RUSSIAN FEDERATION,475933.5,3525985.777777778
1470,2020-12-14,RUSSIAN FEDERATION,46203.5,700000.0
1471,2020-12-14,RUSSIAN FEDERATION,45948.88,1789050.560509554
1472,2020-12-14,RUSSIAN FEDERATION,45694.25,1789050.560509554
1473,2020-12-14,RUSSIAN FEDERATION,45439.63,1789050.560509554
1474,2020-12-25,RUSSIAN FEDERATION,137070.0,522000.0
1475,2020-12-11,CHINA,94854.45,360000.0
1476,2020-12-11,CHINA,17750.55,478140.0
1477,2020-12-25,RUSSIAN FEDERATION,312704.38,1073000.0
1478,2020-12-25,RUSSIAN FEDERATION,321155.88,1102000.0
1479,2021-01-24,RUSSIAN FEDERATION,806850.0,3300000.0
1480,2021-01-24,RUSSIAN FEDERATION,687150.0,2700000.0
1481,2021-01-24,RUSSIAN FEDERATION,469980.0,1800000.0
