,RAZON SOCIAL,FECHA,PAIS ORIGEN,VIA TRANSPORTE,PAIS DESTINO,FOB U$S,FLETE U$S,TOTAL KGS NETO
210,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-12-18,PERU,MARITIMO,ECUADOR,135397.42,30021.6,1724185.5015576323
211,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2013-10-31,RUSSIAN FEDERATION,MARITIMO,ECUADOR,97280.0,17280.0,304000.0
216,FERMAGRI S.A.,2014-01-30,INDONESIA,CARRETERA,ECUADOR,100400.0,8000.0,240000.0
217,AGRIPAC S.A.,2014-02-03,RUSSIAN FEDERATION,CARRETERA,ECUADOR,87344.0,12228.71,206000.0
218,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2013-10-31,RUSSIAN FEDERATION,MARITIMO,ECUADOR,92160.0,16200.0,288000.0
219,DELCORP S.A.,2014-02-03,RUSSIAN FEDERATION,CARRETERA,ECUADOR,108000.0,7200.0,240000.0
220,AGRIPAC S.A.,2014-02-06,PERU,CARRETERA,ECUADOR,100064.0,14004.37,236000.0
221,BRENNTAG ECUADOR S.A.,2014-01-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,96415.59,8185.0,252750.0
222,FERMAGRI S.A.,2014-02-06,CHINA,CARRETERA,ECUADOR,108700.0,8000.0,260000.0
223,AGRIPAC S.A.,2014-02-10,INDONESIA,CARRETERA,ECUADOR,100064.0,14004.37,236000.0
224,IMPORTEN CIA LTDA,2014-02-08,CHINA,CARRETERA,ECUADOR,53400.0,2250.0,120000.0
225,DELCORP S.A.,2014-02-11,INDONESIA,CARRETERA,ECUADOR,121500.0,7200.0,270000.0
226,AGRIPAC S.A.,2014-01-20,UNITED STATES,MARITIMO,ECUADOR,738790.38,139748.59,2085800.0
227,RODRIGUEZ ESPINOSA JOSE LUIS,2014-02-13,MALAYSIA,CARRETERA,ECUADOR,40100.0,2500.0,89618.0
228,IMPORTEN CIA LTDA,2014-02-15,PERU,CARRETERA,ECUADOR,40330.8,2269.2,89050.0
229,LUZURIAGA VARGAS JULIO CESAR,2014-02-18,MALAYSIA,CARRETERA,ECUADOR,20800.0,878.49,60000.0
230,LUZURIAGA VARGAS JULIO CESAR,2014-02-18,MALAYSIA,CARRETERA,ECUADOR,20800.0,600.29,60000.0
234,AGRIPAC S.A.,2014-01-20,MALAYSIA,MARITIMO,ECUADOR,1936460.12,312225.78,5501776.0
235,DELCORP S.A.,2014-01-20,CHINA,MARITIMO,ECUADOR,1955056.12,312225.78,5501776.0
236,IMPORTEN CIA LTDA,2014-02-19,CHINA,CARRETERA,ECUADOR,13490.4,984.6,90000.0
237,IMPORTEN CIA LTDA,2014-02-19,INDONESIA,CARRETERA,ECUADOR,26840.4,984.6,95102.35294117648
238,CERTAINCORP S.A.,2014-02-26,INDONESIA,CARRETERA,ECUADOR,12400.0,1500.0,30003.0
239,IMPORTEN CIA LTDA,2014-02-25,UNITED STATES,CARRETERA,ECUADOR,39730.8,1969.2,90190.0
240,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-02-25,UNITED STATES,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
241,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-02-28,INDONESIA,CARRETERA,ECUADOR,27440.0,1500.0,60000.0
242,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-05,CHINA,CARRETERA,ECUADOR,45.7,6.32,240100.0
243,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-05,UNITED STATES,CARRETERA,ECUADOR,109680.0,15160.82,1888389.9375
244,FERMAGRI S.A.,2014-02-27,PERU,CARRETERA,ECUADOR,135500.0,7200.0,299600.0
245,MERCK C A,2014-02-26,CHINA,AEREA,ECUADOR,163.29,22.84,530.0
246,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-06,MALAYSIA,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
247,CERTAINCORP S.A.,2014-03-07,UNITED STATES,CARRETERA,ECUADOR,26500.0,3000.0,60006.0
248,MARTINEZ BARVA MARIA,2014-03-06,CHINA,CARRETERA,ECUADOR,26000.0,500.0,50000.0
249,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-06,CHINA,CARRETERA,ECUADOR,26400.0,1250.0,90150.0
250,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-06,CHINA,CARRETERA,ECUADOR,13200.0,1000.0,89721.0
251,IMPORTEN CIA LTDA,2014-03-05,UNITED STATES,CARRETERA,ECUADOR,14080.0,1000.0,91940.0
252,IMPORTEN CIA LTDA,2014-03-05,UNITED STATES,CARRETERA,ECUADOR,26400.0,1550.0,95102.35294117648
253,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-07,INDONESIA,CARRETERA,ECUADOR,27440.0,1500.0,60000.0
254,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-10,INDONESIA,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
255,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,UNITED STATES,MARITIMO,ECUADOR,278625.0,21720.0,1450000.0
256,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,CHINA,MARITIMO,ECUADOR,278625.0,21720.0,1724185.5015576323
257,IMPORTEN CIA LTDA,2014-03-08,PERU,CARRETERA,ECUADOR,13200.0,750.0,90190.0
258,IMPORTEN CIA LTDA,2014-03-08,MALAYSIA,CARRETERA,ECUADOR,26400.0,1500.0,95102.35294117648
259,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-03-10,CHINA,CARRETERA,ECUADOR,53774.4,5625.6,120000.0
260,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-07,PERU,CARRETERA,ECUADOR,27440.0,1500.0,60000.0
261,CERTAINCORP S.A.,2014-03-12,PERU,CARRETERA,ECUADOR,26500.0,3000.0,60006.0
262,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-13,MALAYSIA,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
263,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,MALAYSIA,MARITIMO,ECUADOR,278625.0,15000.0,725000.0
264,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,RUSSIAN FEDERATION,MARITIMO,ECUADOR,203665.0,16530.0,550000.0
265,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-13,MALAYSIA,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
266,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-02-09,INDONESIA,MARITIMO,ECUADOR,127809.0,9249.0,300000.0
267,FERMAGRI S.A.,2014-02-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,198180.0,31320.0,540000.0
268,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-14,MALAYSIA,CARRETERA,ECUADOR,27460.0,3000.0,60000.0
269,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-17,INDONESIA,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
270,SOLVESA ECUADOR S.A,2014-01-26,PERU,MARITIMO,ECUADOR,117453.6,10475.0,330000.0
271,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-15,MALAYSIA,CARRETERA,ECUADOR,13200.0,1000.0,90000.0
272,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-15,CHINA,CARRETERA,ECUADOR,26400.0,1250.0,89721.0
273,IMPORTEN CIA LTDA,2014-03-14,CHINA,CARRETERA,ECUADOR,13200.0,1000.0,90000.0
274,IMPORTEN CIA LTDA,2014-03-14,UNITED STATES,CARRETERA,ECUADOR,26400.0,1250.0,95102.35294117648
275,CERTAINCORP S.A.,2014-03-17,CHINA,CARRETERA,ECUADOR,52900.0,6000.0,120012.0
277,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-18,INDONESIA,CARRETERA,ECUADOR,27460.0,3000.0,60000.0
278,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-20,MALAYSIA,CARRETERA,ECUADOR,109700.0,15160.95,240000.0
279,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-02-19,RUSSIAN FEDERATION,MARITIMO,ECUADOR,210031.59,16530.0,538980.0
280,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-20,INDONESIA,CARRETERA,ECUADOR,29030.0,3800.0,60000.0
285,IMPORTEN CIA LTDA,2014-03-20,UNITED STATES,CARRETERA,ECUADOR,39600.0,2250.0,90000.0
290,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-02-20,PERU,MARITIMO,ECUADOR,128152.59,9655.06,300750.0
291,SOLVESA ECUADOR S.A,2014-02-15,MALAYSIA,MARITIMO,ECUADOR,307800.0,48600.0,1100000.0
292,SOLVESA ECUADOR S.A,2014-02-15,CHINA,MARITIMO,ECUADOR,110200.0,17400.0,470330.5
298,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-04-04,UNITED STATES,AEREA,NO ESPECIFICADO,4.0,2.4,1.6
299,FERMAGRI S.A.,2014-03-04,CHINA,MARITIMO,ECUADOR,188784.0,35568.0,547200.0
300,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,606528.0,104832.0,33200.0
301,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-12,UNITED STATES,MARITIMO,ECUADOR,256320.0,50400.0,33000.0
302,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-10,UNITED STATES,MARITIMO,ECUADOR,235463.52,20510.0,512750.0
303,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-03-13,UNITED STATES,MARITIMO,ECUADOR,620000.0,80000.0,2000000.0
304,FERMAGRI S.A.,2014-03-04,INDONESIA,MARITIMO,ECUADOR,178011.0,29754.0,513000.0
305,FERMAGRI S.A.,2014-03-17,PERU,MARITIMO,ECUADOR,211370.66,15668.45,503000.0
306,DELCORP S.A.,2014-03-01,RUSSIAN FEDERATION,MARITIMO,ECUADOR,3554584.0,283800.0,8617900.0
307,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-03-17,INDONESIA,MARITIMO,ECUADOR,229581.25,39512.5,681250.0
308,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2014-03-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,125136.0,22176.0,316800.0
309,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-02,CHINA,MARITIMO,ECUADOR,357329.12,24315.34,1624000.0
310,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-02,CHINA,MARITIMO,ECUADOR,357329.12,24315.34,1888389.9375
311,MERCK C A,2014-04-06,RUSSIAN FEDERATION,AEREA,ECUADOR,89.9,7.16,274.07
312,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-11,INDONESIA,MARITIMO,ECUADOR,5886330.0,572000.0,14307333.0
313,FERMAGRI S.A.,2014-03-07,CHINA,MARITIMO,ECUADOR,180225.0,24030.0,480600.0
314,FERMAGRI S.A.,2014-03-07,MALAYSIA,MARITIMO,ECUADOR,10875.0,1450.0,29000.0
320,BROCCOSTELLA S.A.,2014-05-19,MALAYSIA,MARITIMO,ECUADOR,46077.3,3000.0,115476.0
321,FERMAGRI S.A.,2014-05-19,CHINA,MARITIMO,ECUADOR,142308.0,31356.0,482400.0
322,PIÑAS RICAS DEL ECUADOR S.A. PIRECUASA,2014-05-02,UNITED STATES,MARITIMO,ECUADOR,100898.8,6857.2,29200.0
323,FERMAGRI S.A.,2014-05-26,PERU,MARITIMO,ECUADOR,179548.83,16819.97,516760.0
324,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-05-26,PERU,MARITIMO,ECUADOR,331632.0,70560.0,1010240.0
325,SOLVESA ECUADOR S.A,2014-05-25,PERU,MARITIMO,ECUADOR,333036.0,62640.0,1044000.0
327,BROCCOSTELLA S.A.,2014-05-31,INDONESIA,MARITIMO,ECUADOR,125634.6,6930.0,315630.0
328,FERMAGRI S.A.,2014-06-09,MALAYSIA,MARITIMO,ECUADOR,94248.0,19448.0,299200.0
329,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-06-08,CHINA,MARITIMO,ECUADOR,170553.59,36288.0,591260.0
330,OTOBAI S.A.,2014-06-08,UNITED STATES,MARITIMO,ECUADOR,74986.8,5250.0,202048.0
349,MERCK C A,2014-09-02,CHINA,AEREA,ECUADOR,101.48,80.52,718.13
350,DELCORP S.A.,2014-08-13,MALAYSIA,MARITIMO,ECUADOR,53179.0,14000.0,147000.0
351,DELCORP S.A.,2014-08-13,INDONESIA,MARITIMO,ECUADOR,98761.0,26000.0,273000.0
352,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-08-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,160398.0,33516.0,479864.0
353,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-08-18,CHINA,MARITIMO,ECUADOR,369869.5,71294.08,1096832.0
354,DELCORP S.A.,2014-08-17,PERU,MARITIMO,ECUADOR,45582.0,13310.0,126000.0
355,DELCORP S.A.,2014-07-31,INDONESIA,MARITIMO,ECUADOR,49776.65,4985.48,55000.0
356,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-09-07,RUSSIAN FEDERATION,MARITIMO,ECUADOR,67939.2,15120.0,202048.0
357,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-09-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,297079.19,57288.0,820446.0
358,FERMAGRI S.A.,2014-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,172530.0,16148.43,999000.0
359,FERMAGRI S.A.,2014-09-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,182115.0,17045.57,1314992.8091286307
360,BROCCOSTELLA S.A.,2014-09-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,42061.7,2800.0,136400.0
361,FERMAGRI S.A.,2014-09-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,368483.0,33300.0,999000.0
362,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-09-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,90604.8,17472.0,250224.0
363,REYBANPAC REY BANANO DEL PACIFICO C.L.,2014-09-27,CHINA,MARITIMO,ECUADOR,5713833.5,750750.0,16562579.0
364,FERMAGRI S.A.,2014-09-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,354645.0,33099.0,999000.0
365,MERCK C A,2014-10-26,GERMANY,AEREA,ECUADOR,127.27,61.16,303.12
366,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,1364925.38,135076.56,13420000.0
367,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,909947.81,90050.8,3399980.392265193
368,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,454973.91,45025.4,3399980.392265193
369,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,1819899.25,180101.95,3399980.392265193
370,AGRIPAC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,365999.62,36220.28,3399980.392265193
371,DELCORP S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,3389720.0,322978.97,8909765.0
372,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-10-06,CHINA,MARITIMO,ECUADOR,1874752.75,185712.92,5123115.0
373,FERMAGRI S.A.,2014-10-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,199800.0,17935.0,540000.0
374,FERMAGRI S.A.,2014-10-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,169830.0,11900.0,459000.0
375,FERMAGRI S.A.,2014-11-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,101376.0,20592.0,316800.0
376,FERMAGRI S.A.,2014-10-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,179820.0,16151.0,486000.0
377,FERMAGRI S.A.,2014-10-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,167029.09,15259.0,451430.0
378,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-11-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,375100.0,62700.0,1100000.0
379,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-11-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,370137.59,30067.2,1036800.0
380,DELCORP S.A.,2014-10-26,CHINA,MARITIMO,ECUADOR,66197.25,10350.18,81000.0
381,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-11-16,RUSSIAN FEDERATION,MARITIMO,ECUADOR,362880.0,70560.0,1010240.0
382,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-17,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
383,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-12-20,RUSSIAN FEDERATION,CARRETERA,ECUADOR,14518.06,2950.0,29700.0
384,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,2307877.0,235950.0,7150000.0
385,AGRIPAC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,950756.38,94446.0,13180000.0
386,AGRIPAC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,1793880.0,178200.0,3399980.392265193
387,AGRIPAC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,909563.62,90354.0,3399980.392265193
388,AGRIPAC S.A.,2014-11-22,CHINA,MARITIMO,ECUADOR,678939.19,71940.0,3399980.392265193
389,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-11-25,CHINA,MARITIMO,ECUADOR,244324.8,29975.27,519840.0
390,DELCORP S.A.,2011-12-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,953290.25,100352.0,1792000.0
391,AGRIPAC S.A.,2011-12-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,5589941.0,588448.0,10508000.0
392,FERMAGRI S.A.,2011-11-16,CHINA,MARITIMO,ECUADOR,235000.0,33000.0,500000.0
393,DELCORP S.A.,2011-11-23,CHINA,MARITIMO,ECUADOR,260770.62,33000.0,519948.0
394,DELCORP S.A.,2011-11-18,CHINA,MARITIMO,ECUADOR,260770.62,33000.0,519948.0
395,FERMAGRI S.A.,2011-11-19,CHINA,MARITIMO,ECUADOR,240000.0,33000.0,500000.0
396,DELCORP S.A.,2011-11-26,CHINA,MARITIMO,ECUADOR,492086.75,86016.77,1011962.0
397,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-06,CHINA,MARITIMO,ECUADOR,174000.0,28000.0,400000.0
398,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2011-12-12,RUSSIAN FEDERATION,MARITIMO,ECUADOR,2442000.0,308000.0,5500000.0
399,DELCORP S.A.,2011-11-22,CHINA,MARITIMO,ECUADOR,239647.69,31974.03,498807.0
400,DELCORP S.A.,2011-11-22,CHINA,MARITIMO,ECUADOR,195622.81,22946.24,402003.0
401,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2011-12-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,189760.0,14400.0,320000.0
402,DELCORP S.A.,2011-12-04,CHINA,MARITIMO,ECUADOR,366818.94,53000.0,735750.0
403,DELCORP S.A.,2011-11-25,CHINA,MARITIMO,ECUADOR,495606.38,86632.0,1019000.0
404,DELCORP S.A.,2011-12-08,CHINA,MARITIMO,ECUADOR,495606.38,86632.0,1019200.0
405,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-08,CHINA,MARITIMO,ECUADOR,469052.03,56405.89,1010496.0
406,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-02,CHINA,MARITIMO,ECUADOR,180000.0,28000.0,400000.0
407,DELCORP S.A.,2011-12-13,CHINA,MARITIMO,ECUADOR,491249.41,85870.4,1010240.0
408,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-15,CHINA,MARITIMO,ECUADOR,90000.0,14000.0,200000.0
409,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-15,CHINA,MARITIMO,ECUADOR,360000.0,56000.0,800000.0
410,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-25,CHINA,MARITIMO,ECUADOR,45000.0,8014.48,100000.0
411,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-15,CHINA,MARITIMO,ECUADOR,43500.0,7000.0,100000.0
412,DELCORP S.A.,2011-12-09,CHINA,MARITIMO,ECUADOR,380468.75,44400.0,744600.0
413,DELCORP S.A.,2011-12-09,CHINA,MARITIMO,ECUADOR,314605.16,36000.0,614450.0
414,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-17,CHINA,MARITIMO,ECUADOR,155366.34,15576.28,322290.0
415,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-26,CHINA,MARITIMO,ECUADOR,238133.69,31200.0,503880.0
416,UNIDAD NACIONAL DE ALMACENAMIENTO UNA,2012-01-24,VENEZUELA,MARITIMO,ECUADOR,8101554.5,968810.88,21097798.0
417,DELCORP S.A.,2011-12-11,CHINA,MARITIMO,ECUADOR,499652.25,57000.0,1012500.0
418,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-29,CHINA,MARITIMO,ECUADOR,204528.28,33660.8,432772.5
419,UNION DE ORGANIZACIONES CAMPESINAS CACAOTERAS UNOCACE,2012-01-28,FRANCE,MARITIMO,ECUADOR,2491.03,499.11,1119.6
420,DELCORP S.A.,2011-12-06,CHINA,MARITIMO,ECUADOR,261250.0,21250.0,500000.0
421,DELCORP S.A.,2011-12-06,CHINA,MARITIMO,ECUADOR,261250.0,21250.0,500000.0
422,DELCORP S.A.,2011-12-10,CHINA,MARITIMO,ECUADOR,50348.05,6000.0,102492.0
423,DELCORP S.A.,2011-12-03,CHINA,MARITIMO,ECUADOR,503184.62,58000.0,1020744.0
424,DELCORP S.A.,2011-12-20,CHINA,MARITIMO,ECUADOR,272380.62,31000.0,546750.0
425,DELCORP S.A.,2011-12-28,CHINA,MARITIMO,ECUADOR,59798.27,7000.0,121500.0
426,DELCORP S.A.,2011-12-28,CHINA,MARITIMO,ECUADOR,272480.62,30900.0,546750.0
427,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2011-12-15,CHINA,MARITIMO,ECUADOR,8698.35,0.01,19996.2
428,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2012-02-13,UKRAINE,MARITIMO,ECUADOR,1358280.0,164670.0,3300000.0
429,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2012-02-13,UKRAINE,MARITIMO,ECUADOR,838420.0,109780.0,2200000.0
430,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2012-02-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,162901.06,24017.0,329000.0
431,UNIDAD NACIONAL DE ALMACENAMIENTO UNA,2012-03-17,VENEZUELA,MARITIMO,ECUADOR,7260295.0,757710.81,16500671.0
432,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2012-03-17,UKRAINE,MARITIMO,ECUADOR,3697686.75,475475.0,9100000.0
433,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2012-04-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,361213.44,26403.0,749250.0
434,MERCK C A,2012-04-25,GERMANY,AEREA,ECUADOR,121.31,23.99,973.58
435,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2012-04-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,347835.16,25429.0,721500.0
436,UNIDAD NACIONAL DE ALMACENAMIENTO UNA,2012-04-22,VENEZUELA,MARITIMO,ECUADOR,8908340.0,757538.81,16496925.0
437,DELCORP S.A.,2012-06-16,UKRAINE,MARITIMO,ECUADOR,1821039.0,188100.0,3300000.0
438,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2012-05-29,RUSSIAN FEDERATION,MARITIMO,ECUADOR,126198.0,42066.0,350550.0
439,AGRIPAC S.A.,2012-06-16,UKRAINE,MARITIMO,ECUADOR,1215874.0,125400.0,2200000.0
440,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2012-06-18,UKRAINE,MARITIMO,ECUADOR,1149500.0,104500.0,2200000.0
441,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2012-06-18,UKRAINE,MARITIMO,ECUADOR,519750.0,52250.0,1100000.0
442,ADMECUADOR CIA. LTDA.,2012-06-18,UKRAINE,MARITIMO,ECUADOR,1581750.0,175750.0,3700000.0
443,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2012-06-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,133329.59,44443.2,370360.0
444,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2012-06-13,RUSSIAN FEDERATION,MARITIMO,ECUADOR,125856.0,41952.0,349600.0
445,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2012-06-18,UKRAINE,MARITIMO,ECUADOR,1567500.0,142500.0,3000000.0
446,SOLVESA ECUADOR S.A,2012-07-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,213532.0,47058.0,506000.0
447,SOLVESA ECUADOR S.A,2012-07-09,RUSSIAN FEDERATION,MARITIMO,ECUADOR,230649.98,29940.02,506000.0
448,MERCK C A,2012-08-04,GERMANY,AEREA,ECUADOR,153.17,8.61,641.6
449,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2012-07-15,RUSSIAN FEDERATION,MARITIMO,ECUADOR,10572.55,3534.0,29450.0
450,DELCORP S.A.,2012-07-27,UKRAINE,MARITIMO,ECUADOR,2066939.5,204782.64,4266305.0
451,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2012-07-11,UKRAINE,MARITIMO,ECUADOR,1495857.0,191400.0,3300000.0
452,AGRIPAC S.A.,2012-07-27,UKRAINE,MARITIMO,ECUADOR,1601231.12,158400.0,3300000.0
453,UNIDAD NACIONAL DE ALMACENAMIENTO UNA,2012-07-27,VENEZUELA,MARITIMO,ECUADOR,5672901.0,812676.06,13192793.0
454,FERMAGRI S.A.,2012-07-28,RUSSIAN FEDERATION,MARITIMO,ECUADOR,222669.41,14297.0,489600.0
