,RAZON SOCIAL,FECHA,PAIS ORIGEN,VIA TRANSPORTE,PAIS DESTINO,FOB U$S,FLETE U$S,TOTAL KGS NETO,LATITUDE,LONGITUDE,NAME,TEMP,PRCP
451,FERMAGRI S.A.,2013-02-15,PERU,MARITIMO,ECUADOR,280252.69,20740.0,554100.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.9,0.0
452,FERMAGRI S.A.,2013-02-27,RUSSIAN FEDERATION,MARITIMO,ECUADOR,286284.66,24680.0,658050.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.6,0.0
453,AGRIPAC S.A.,2012-03-13,INDONESIA,MARITIMO,ECUADOR,547250.0,33000.0,1100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.4,0.0
454,LABORATORIOS ASOCIADOS ZUMBA S A,2013-03-09,INDONESIA,MARITIMO,ECUADOR,99.36,5.24,1518.18,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.0,99.99
455,DELCORP S.A.,2012-03-13,PERU,MARITIMO,ECUADOR,1463381.62,88000.02,8800000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.4,0.0
456,DELCORP S.A.,2012-03-13,INDONESIA,MARITIMO,ECUADOR,1473559.88,87999.99,2364611.6810344825,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.4,0.0
457,DELCORP S.A.,2012-03-13,PERU,MARITIMO,ECUADOR,1483767.88,87999.99,2364611.6810344825,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.4,0.0
458,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2012-03-13,UNITED STATES,MARITIMO,ECUADOR,1001000.0,66000.0,2200.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.4,0.0
459,FERMAGRI S.A.,2013-03-20,CHINA,MARITIMO,ECUADOR,269184.91,18807.68,587740.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.7,0.0
460,MERCK C A,2013-04-26,INDONESIA,MARITIMO,ECUADOR,35.73,1.27,9066.13,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.3,0.0
461,SOLVESA ECUADOR S.A,2013-05-05,MALAYSIA,MARITIMO,ECUADOR,213996.28,16469.22,517900.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.8,0.0
462,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2013-04-30,MALAYSIA,MARITIMO,ECUADOR,514545.19,92698.74,33830.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.4,0.0
463,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-05-05,CHINA,MARITIMO,ECUADOR,194052.66,15213.0,1079390.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.8,0.0
464,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-05-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,221860.39,18855.0,1724185.5015576323,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.8,0.0
465,MERCK C A,2013-05-23,INDONESIA,MARITIMO,ECUADOR,35.81,1.19,6154.51,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.0,0.0
466,REYBANPAC REY BANANO DEL PACIFICO C.L.,2013-05-12,MALAYSIA,MARITIMO,ECUADOR,5049148.5,544500.0,12052526.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.0,0.0
467,TECNIAGREX S A,2013-05-29,CHINA,MARITIMO,ECUADOR,27160.0,1171.58,56000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.7,0.0
468,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2013-06-20,RUSSIAN FEDERATION,MARITIMO,ECUADOR,572440.44,47046.90987951807,33930.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.5,0.0
469,MERCK C A,2013-07-04,MALAYSIA,MARITIMO,ECUADOR,35.68,1.32,4094.28,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.4,0.0
470,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-05-05,PERU,MARITIMO,ECUADOR,10899.29,3216.39,28290.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.8,0.0
471,MERCK C A,2013-07-11,PERU,MARITIMO,ECUADOR,70.73,3.57,3933.66,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.5,0.0
472,FERMAGRI S.A.,2013-07-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,178007.02,19340.0,497400.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",71.8,0.0
473,MERCK C A,2013-08-07,INDONESIA,AEREA,ECUADOR,173.96,13.22,316.59,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.6,0.0
474,FERMAGRI S.A.,2013-07-20,INDONESIA,MARITIMO,ECUADOR,214384.31,16820.0,538875.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.2,0.0
475,SOLVESA ECUADOR S.A,2013-07-22,INDONESIA,MARITIMO,ECUADOR,190602.0,18530.75,529450.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",70.8,0.0
476,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2013-07-28,UNITED STATES,MARITIMO,ECUADOR,468633.59,95385.6,33350.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.4,0.0
477,SOLVESA ECUADOR S.A,2013-08-01,PERU,MARITIMO,ECUADOR,167587.0,13174.0,409500.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.1,0.0
478,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-07-27,UNITED STATES,MARITIMO,ECUADOR,191540.0,16320.0,1098000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.3,0.0
479,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-07-27,INDONESIA,MARITIMO,ECUADOR,193060.0,16320.0,1724185.5015576323,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.3,0.0
480,FERMAGRI S.A.,2013-08-04,MALAYSIA,MARITIMO,ECUADOR,178702.0,15138.0,484600.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.2,0.0
481,MERCK C A,2013-08-08,RUSSIAN FEDERATION,MARITIMO,ECUADOR,104.63,5.16,3098.61,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.1,0.0
482,MORALVA CLTDA,2013-08-07,INDONESIA,MARITIMO,ECUADOR,32577.18,7522.82,100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.6,0.0
483,AGRONUTRIENTES C.A.,2013-08-07,PERU,MARITIMO,ECUADOR,32577.18,7522.82,100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.6,0.0
484,FERMAGRI S.A.,2013-08-02,INDONESIA,MARITIMO,ECUADOR,179911.59,20048.8,527600.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.0,0.0
485,FERMAGRI S.A.,2013-08-02,MALAYSIA,MARITIMO,ECUADOR,72500.0,13815.23,200000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.0,0.0
486,TECNIAGREX S A,2013-08-13,CHINA,MARITIMO,ECUADOR,58184.0,8596.0,140000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",71.6,0.0
487,TECNIAGREX S A,2013-08-18,UNITED STATES,MARITIMO,ECUADOR,180370.41,26647.6,434000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.4,0.0
488,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2013-08-18,CHINA,MARITIMO,ECUADOR,111000.0,18000.0,300000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.4,0.0
489,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2013-08-16,PERU,MARITIMO,ECUADOR,128742.5,28530.0,408500.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.9,0.0
490,MORALVA CLTDA,2013-08-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,32577.18,7522.82,100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.0,0.0
491,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2013-08-22,RUSSIAN FEDERATION,MARITIMO,ECUADOR,66150.0,16800.0,210000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.4,0.0
492,SOLVESA ECUADOR S.A,2013-09-11,MALAYSIA,MARITIMO,ECUADOR,152966.34,24666.66,459000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.3,0.0
493,FERMAGRI S.A.,2013-09-01,INDONESIA,MARITIMO,ECUADOR,202420.0,16845.0,540000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.0,0.0
494,REYBANPAC REY BANANO DEL PACIFICO C.L.,2013-08-31,CHINA,MARITIMO,ECUADOR,3198949.5,270600.0,10499048.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",71.7,0.0
495,REYBANPAC REY BANANO DEL PACIFICO C.L.,2013-08-31,CHINA,MARITIMO,ECUADOR,558442.5,53812.5,12097816.666666666,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",71.7,0.0
496,AGRONUTRIENTES C.A.,2013-08-24,MALAYSIA,MARITIMO,ECUADOR,32577.18,7522.82,100000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.0,0.0
497,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2013-09-08,PERU,MARITIMO,ECUADOR,553413.5,107561.8,33520.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.4,0.0
498,DELCORP S.A.,2013-09-08,INDONESIA,MARITIMO,ECUADOR,1662980.0,110880.0,4400000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.4,0.0
499,AGRIPAC S.A.,2013-09-08,INDONESIA,MARITIMO,ECUADOR,1634779.25,108999.7,4325385.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.4,0.0
500,FERMAGRI S.A.,2013-09-17,PERU,MARITIMO,ECUADOR,80090.0,10000.0,210000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.9,0.0
501,FERMAGRI S.A.,2013-09-22,MALAYSIA,MARITIMO,ECUADOR,184243.95,18391.05,513000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.0,0.0
502,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2013-09-20,CHINA,MARITIMO,ECUADOR,118400.0,19200.0,320000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.8,0.0
503,DUAJA DEL ECUADOR S.A.,2013-09-26,PERU,MARITIMO,ECUADOR,160950.0,22500.0,436740.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.8,0.0
504,DUAJA DEL ECUADOR S.A.,2013-09-26,UNITED STATES,MARITIMO,ECUADOR,52170.0,7500.0,141564.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.8,0.0
505,REYBANPAC REY BANANO DEL PACIFICO C.L.,2012-10-06,CHINA,MARITIMO,ECUADOR,553005.0,86625.0,1500000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.5,0.0
506,SOLVESA ECUADOR S.A,2013-10-14,INDONESIA,MARITIMO,ECUADOR,118308.6,11292.0,324000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.0,0.0
507,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2013-10-15,CHINA,MARITIMO,ECUADOR,477852.03,103722.7,33430.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",72.4,0.04
508,INTERFILK S.A.,2013-11-24,RUSSIAN FEDERATION,MARITIMO,ECUADOR,110250.0,9750.0,315000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.5,0.0
509,EMPRESA PUBLICA UNIDAD NACIONAL DE ALMACENAMIENTO UNA EP,2013-11-05,RUSSIAN FEDERATION,MARITIMO,ECUADOR,13200000.0,1600000.0,40000000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.0,0.0
510,SOLVESA ECUADOR S.A,2013-11-08,INDONESIA,MARITIMO,ECUADOR,159821.09,15138.9,486000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.0,0.0
511,FERMAGRI S.A.,2013-11-08,INDONESIA,MARITIMO,ECUADOR,194036.5,17570.0,540000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.0,0.0
512,FERMAGRI S.A.,2013-11-11,PERU,MARITIMO,ECUADOR,172292.0,15979.0,513000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.2,0.0
513,DUAJA DEL ECUADOR S.A.,2013-11-03,RUSSIAN FEDERATION,MARITIMO,ECUADOR,118827.5,10167.5,319000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.5,0.0
514,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2013-10-31,INDONESIA,MARITIMO,ECUADOR,107385.0,12615.0,300000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.3,0.0
515,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-11-25,PERU,MARITIMO,ECUADOR,170003.8,16820.0,536850.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.3,0.0
516,REYBANPAC REY BANANO DEL PACIFICO C.L.,2013-11-22,UNITED STATES,MARITIMO,ECUADOR,5088536.0,749586.31,15471534.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.5,0.0
517,SOLVESA ECUADOR S.A,2013-11-18,CHINA,MARITIMO,ECUADOR,199699.8,17375.0,580000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.5,0.0
518,DUAJA DEL ECUADOR S.A.,2013-11-20,PERU,MARITIMO,ECUADOR,98600.0,15000.0,291160.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.4,0.0
519,AGRIPAC S.A.,2013-11-25,RUSSIAN FEDERATION,MARITIMO,ECUADOR,112240.44,20880.0,348000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.3,0.0
520,FERMAGRI S.A.,2013-12-08,PERU,MARITIMO,ECUADOR,163224.0,15198.0,486000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.5,0.0
521,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-12-17,RUSSIAN FEDERATION,MARITIMO,ECUADOR,151348.95,14299.04,476000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.0,0.0
522,DUAJA DEL ECUADOR S.A.,2013-12-03,INDONESIA,MARITIMO,ECUADOR,97240.0,15000.0,287144.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",73.7,0.0
523,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-12-22,MALAYSIA,MARITIMO,ECUADOR,108262.0,5082.0,308000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.1,0.0
524,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-12-22,UNITED STATES,MARITIMO,ECUADOR,151348.95,14299.04,476000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.1,0.0
525,FERMAGRI S.A.,2013-12-22,MALAYSIA,MARITIMO,ECUADOR,154156.0,14297.0,459000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.1,0.0
526,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-02,RUSSIAN FEDERATION,MARITIMO,ECUADOR,600000.0,90000.0,2000000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.4,0.0
527,BRENNTAG ECUADOR S.A.,2013-12-19,MALAYSIA,MARITIMO,ECUADOR,93196.55,7369.0,243000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.9,0.0
528,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-12-18,RUSSIAN FEDERATION,MARITIMO,ECUADOR,99714.6,22516.2,1072200.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.3,0.0
529,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-12-18,CHINA,MARITIMO,ECUADOR,100936.91,22516.2,1724185.5015576323,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.3,0.0
530,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2013-12-18,INDONESIA,MARITIMO,ECUADOR,135397.42,30021.6,1724185.5015576323,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",74.3,0.0
531,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2013-10-31,UNITED STATES,MARITIMO,ECUADOR,97280.0,17280.0,304000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.3,0.0
532,FERMAGRI S.A.,2014-01-30,RUSSIAN FEDERATION,CARRETERA,ECUADOR,100400.0,8000.0,240000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.6,0.0
533,AGRIPAC S.A.,2014-02-03,INDONESIA,CARRETERA,ECUADOR,87344.0,12228.71,206000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.3,0.0
534,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,2013-10-31,INDONESIA,MARITIMO,ECUADOR,92160.0,16200.0,288000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.3,0.0
535,DELCORP S.A.,2014-02-03,CHINA,CARRETERA,ECUADOR,108000.0,7200.0,240000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.3,0.0
536,AGRIPAC S.A.,2014-02-06,INDONESIA,CARRETERA,ECUADOR,100064.0,14004.37,236000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.5,0.0
537,BRENNTAG ECUADOR S.A.,2014-01-02,MALAYSIA,MARITIMO,ECUADOR,96415.59,8185.0,252750.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.4,0.0
538,FERMAGRI S.A.,2014-02-06,PERU,CARRETERA,ECUADOR,108700.0,8000.0,260000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.5,0.0
539,AGRIPAC S.A.,2014-02-10,PERU,CARRETERA,ECUADOR,100064.0,14004.37,236000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",81.4,0.0
540,IMPORTEN CIA LTDA,2014-02-08,MALAYSIA,CARRETERA,ECUADOR,53400.0,2250.0,120000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.4,0.0
541,DELCORP S.A.,2014-02-11,CHINA,CARRETERA,ECUADOR,121500.0,7200.0,270000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",80.2,0.0
542,AGRIPAC S.A.,2014-01-20,UNITED STATES,MARITIMO,ECUADOR,738790.38,139748.59,2085800.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.0,0.04
543,RODRIGUEZ ESPINOSA JOSE LUIS,2014-02-13,PERU,CARRETERA,ECUADOR,40100.0,2500.0,89618.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.2,0.0
544,IMPORTEN CIA LTDA,2014-02-15,UNITED STATES,CARRETERA,ECUADOR,40330.8,2269.2,89050.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
545,LUZURIAGA VARGAS JULIO CESAR,2014-02-18,MALAYSIA,CARRETERA,ECUADOR,20800.0,878.49,60000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.7,0.0
546,LUZURIAGA VARGAS JULIO CESAR,2014-02-18,RUSSIAN FEDERATION,CARRETERA,ECUADOR,20800.0,600.29,60000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",75.7,0.0
547,AGRIPAC S.A.,2014-01-20,INDONESIA,MARITIMO,ECUADOR,1936460.12,312225.78,5501776.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.0,0.04
548,DELCORP S.A.,2014-01-20,INDONESIA,MARITIMO,ECUADOR,1955056.12,312225.78,5501776.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.0,0.04
549,IMPORTEN CIA LTDA,2014-02-19,RUSSIAN FEDERATION,CARRETERA,ECUADOR,13490.4,984.6,90000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.6,0.08
550,IMPORTEN CIA LTDA,2014-02-19,INDONESIA,CARRETERA,ECUADOR,26840.4,984.6,95102.35294117648,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.6,0.08
551,CERTAINCORP S.A.,2014-02-26,UNITED STATES,CARRETERA,ECUADOR,12400.0,1500.0,30003.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.6,0.01
552,IMPORTEN CIA LTDA,2014-02-25,UNITED STATES,CARRETERA,ECUADOR,39730.8,1969.2,90190.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.2,0.31
553,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-02-25,RUSSIAN FEDERATION,CARRETERA,ECUADOR,29030.0,3800.0,60000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.2,0.31
554,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-02-28,UNITED STATES,CARRETERA,ECUADOR,27440.0,1500.0,60000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.5,0.0
555,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-05,PERU,CARRETERA,ECUADOR,45.7,6.32,240100.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.7,0.0
556,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-05,PERU,CARRETERA,ECUADOR,109680.0,15160.82,1888389.9375,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.7,0.0
557,FERMAGRI S.A.,2014-02-27,MALAYSIA,CARRETERA,ECUADOR,135500.0,7200.0,299600.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.2,0.0
558,MERCK C A,2014-02-26,INDONESIA,AEREA,ECUADOR,163.29,22.84,530.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.6,0.01
559,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,2014-03-06,MALAYSIA,CARRETERA,ECUADOR,29030.0,3800.0,60000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.5,0.0
560,CERTAINCORP S.A.,2014-03-07,UNITED STATES,CARRETERA,ECUADOR,26500.0,3000.0,60006.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.5,0.0
561,MARTINEZ BARVA MARIA,2014-03-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26000.0,500.0,50000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.5,0.0
562,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-06,RUSSIAN FEDERATION,CARRETERA,ECUADOR,26400.0,1250.0,90150.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.5,0.0
563,RODRIGUEZ ESPINOSA JOSE LUIS,2014-03-06,CHINA,CARRETERA,ECUADOR,13200.0,1000.0,89721.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.5,0.0
564,IMPORTEN CIA LTDA,2014-03-05,PERU,CARRETERA,ECUADOR,14080.0,1000.0,91940.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.7,0.0
565,IMPORTEN CIA LTDA,2014-03-05,PERU,CARRETERA,ECUADOR,26400.0,1550.0,95102.35294117648,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.7,0.0
566,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-07,CHINA,CARRETERA,ECUADOR,27440.0,1500.0,60000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.5,0.0
567,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-10,MALAYSIA,CARRETERA,ECUADOR,109700.0,15160.95,240000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.6,0.0
568,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,MALAYSIA,MARITIMO,ECUADOR,278625.0,21720.0,1450000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
569,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,2014-01-26,MALAYSIA,MARITIMO,ECUADOR,278625.0,21720.0,1724185.5015576323,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.9,0.0
570,IMPORTEN CIA LTDA,2014-03-08,PERU,CARRETERA,ECUADOR,13200.0,750.0,90190.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.7,0.0
571,IMPORTEN CIA LTDA,2014-03-08,CHINA,CARRETERA,ECUADOR,26400.0,1500.0,95102.35294117648,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.7,0.0
572,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,2014-03-10,PERU,CARRETERA,ECUADOR,53774.4,5625.6,120000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",77.6,0.0
573,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-07,RUSSIAN FEDERATION,CARRETERA,ECUADOR,27440.0,1500.0,60000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",79.5,0.0
574,CERTAINCORP S.A.,2014-03-12,CHINA,CARRETERA,ECUADOR,26500.0,3000.0,60006.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",78.8,0.0
575,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",2014-03-13,CHINA,CARRETERA,ECUADOR,109700.0,15160.95,240000.0,-0.95,-80.6833333,"ELOY ALFARO INTERNATIONAL, EC",76.4,0.0
