FECHA,Price,Change %
2020-08-28,267.5,-2.24%
2020-08-27,273.63,0.60%
2020-08-26,272.0,0.00%
2020-08-25,272.0,0.00%
2020-08-24,272.0,0.00%
2020-08-21,272.0,0.55%
2020-08-20,270.5,0.00%
2020-08-19,270.5,0.00%
2020-08-18,270.5,0.00%
2020-08-17,270.5,0.00%
2020-08-14,270.5,-0.55%
2020-08-13,272.0,0.00%
2020-08-12,272.0,0.00%
2020-08-11,272.0,0.18%
2020-08-10,271.5,0.18%
2020-08-07,271.0,0.00%
2020-08-06,271.0,0.00%
2020-08-05,271.0,0.00%
2020-08-04,271.0,0.37%
2020-08-03,270.0,4.85%
2020-07-31,257.5,9.67%
2020-07-30,234.8,1.65%
2020-07-29,231.0,0.00%
2020-07-28,231.0,0.00%
2020-07-27,231.0,0.22%
2020-07-24,230.5,0.33%
2020-07-23,229.75,0.00%
2020-07-22,229.75,0.00%
2020-07-21,229.75,0.00%
2020-07-20,229.75,0.00%
2020-07-17,229.75,0.44%
2020-07-16,228.75,0.00%
2020-07-15,228.75,-0.54%
2020-07-14,230.0,0.00%
2020-07-13,230.0,0.00%
2020-07-10,230.0,-0.22%
2020-07-09,230.5,1.10%
2020-07-08,228.0,0.00%
2020-07-07,228.0,-0.65%
2020-07-06,229.5,0.66%
2020-07-02,228.0,1.79%
2020-07-01,224.0,-0.22%
2020-06-30,224.5,0.67%
2020-06-29,223.0,0.00%
2020-06-26,223.0,0.68%
2020-06-25,221.5,1.14%
2020-06-24,219.0,0.00%
2020-06-23,219.0,0.00%
2020-06-22,219.0,0.00%
2020-06-19,219.0,0.00%
2020-06-18,219.0,0.00%
2020-06-17,219.0,0.00%
2020-06-16,219.0,-0.68%
2020-06-15,220.5,0.00%
2020-06-12,220.5,0.00%
2020-06-11,220.5,0.68%
2020-06-10,219.0,0.00%
2020-06-09,219.0,0.00%
2020-06-08,219.0,0.46%
2020-06-05,218.0,0.46%
2020-06-04,217.0,0.23%
2020-06-03,216.5,0.00%
2020-06-02,216.5,0.00%
2020-06-01,216.5,0.93%
2020-05-29,214.5,-2.05%
2020-05-18,219.0,-0.45%
2020-05-15,220.0,1.15%
2020-05-14,217.5,0.00%
2020-05-13,217.5,0.00%
2020-05-12,217.5,-0.68%
2020-05-11,219.0,0.00%
2020-05-08,219.0,0.00%
2020-05-07,219.0,0.00%
2020-05-06,219.0,0.00%
2020-05-05,219.0,0.00%
2020-05-04,219.0,0.00%
2020-05-01,219.0,-8.25%
2020-04-30,238.7,-0.85%
2020-04-29,240.75,0.00%
2020-04-28,240.75,0.00%
2020-04-27,240.75,0.00%
2020-04-24,240.75,-0.52%
2020-04-23,242.0,0.00%
2020-04-22,242.0,0.00%
2020-04-21,242.0,0.00%
2020-04-20,242.0,0.00%
2020-04-17,242.0,-0.21%
2020-04-16,242.5,0.00%
2020-04-15,242.5,1.89%
2020-04-14,238.0,0.00%
2020-04-13,238.0,1.06%
2020-04-09,235.5,-1.05%
2020-04-08,238.0,0.00%
2020-04-07,238.0,0.00%
2020-04-06,238.0,0.00%
2020-04-03,238.0,-0.83%
2020-04-02,240.0,0.00%
2020-04-01,240.0,-0.41%
2020-03-31,241.0,0.21%
2020-03-30,240.5,0.21%
2020-03-27,240.0,-6.84%
2020-03-26,257.63,-0.53%
2020-03-25,259.0,0.00%
2020-03-24,259.0,0.00%
2020-03-23,259.0,0.00%
2020-03-20,259.0,0.00%
2020-03-19,259.0,0.00%
2020-03-18,259.0,0.00%
2020-03-17,259.0,0.00%
2020-03-16,259.0,0.00%
2020-03-13,259.0,0.19%
2020-03-12,258.5,0.00%
2020-03-11,258.5,0.19%
2020-03-10,258.0,0.00%
2020-03-09,258.0,-1.53%
2020-03-06,262.0,0.58%
2020-03-05,260.5,1.17%
2020-03-04,257.5,0.39%
2020-03-03,256.5,0.39%
2020-03-02,255.5,0.79%
2020-02-28,253.5,7.36%
2020-02-27,236.13,0.16%
2020-02-26,235.75,0.00%
2020-02-25,235.75,0.00%
2020-02-24,235.75,0.00%
2020-02-21,235.75,0.75%
2020-02-20,234.0,0.00%
2020-02-19,234.0,0.21%
2020-02-18,233.5,-0.85%
2020-02-14,235.5,0.00%
2020-02-13,235.5,0.00%
2020-02-12,235.5,0.00%
2020-02-11,235.5,0.00%
2020-02-10,235.5,-1.88%
2020-02-07,240.0,1.48%
2020-02-06,236.5,0.64%
2020-02-05,235.0,3.07%
2020-02-04,228.0,0.88%
2020-02-03,226.0,0.67%
2020-01-31,224.5,-6.46%
2020-01-30,240.0,0.00%
2020-01-29,240.0,0.00%
2020-01-28,240.0,0.00%
2020-01-27,240.0,0.00%
2020-01-24,240.0,-0.83%
2020-01-23,242.0,0.00%
2020-01-22,242.0,0.00%
2020-01-21,242.0,0.00%
2020-01-17,242.0,0.83%
2020-01-16,240.0,0.00%
2020-01-15,240.0,0.00%
2020-01-14,240.0,0.00%
2020-01-13,240.0,0.00%
2020-01-10,240.0,0.00%
2020-01-09,240.0,-1.03%
2020-01-08,242.5,0.21%
2020-01-07,242.0,-0.21%
2020-01-06,242.5,0.52%
2020-01-03,241.25,-0.52%
2020-01-02,242.5,0.00%
2019-12-31,242.5,-0.41%
2019-12-30,243.5,0.00%
2019-12-27,243.5,0.00%
2019-12-26,243.5,1.74%
2019-12-20,239.33,-0.18%
2019-12-19,239.75,-0.31%
2019-12-18,240.5,0.00%
2019-12-17,240.5,0.00%
2019-12-16,240.5,0.42%
2019-12-13,239.5,0.00%
2019-12-12,239.5,0.21%
2019-12-11,239.0,1.06%
2019-12-10,236.5,0.21%
2019-12-09,236.0,0.00%
2019-12-06,236.0,0.00%
2019-12-05,236.0,0.00%
2019-12-04,236.0,0.00%
2019-12-03,236.0,-0.21%
2019-12-02,236.5,0.00%
2019-11-29,236.5,-0.21%
2019-11-27,237.0,0.00%
2019-11-26,237.0,0.00%
2019-11-25,237.0,0.00%
2019-11-22,237.0,-0.42%
2019-11-21,238.0,0.00%
2019-11-20,238.0,0.00%
2019-11-19,238.0,0.00%
2019-11-18,238.0,0.00%
2019-11-15,238.0,0.63%
2019-11-14,236.5,-0.21%
2019-11-13,237.0,-0.21%
2019-11-12,237.5,0.21%
2019-11-11,237.0,-0.21%
2019-11-08,237.5,-0.21%
2019-11-07,238.0,-0.42%
2019-11-06,239.0,-1.44%
2019-11-05,242.5,-0.21%
2019-11-04,243.0,0.21%
2019-11-01,242.5,-3.96%
2019-10-31,252.5,-0.79%
2019-10-30,254.5,0.00%
2019-10-29,254.5,0.00%
2019-10-28,254.5,0.00%
2019-10-25,254.5,-0.20%
2019-10-24,255.0,-0.10%
2019-10-23,255.25,0.00%
2019-10-22,255.25,0.00%
2019-10-21,255.25,0.00%
2019-10-18,255.25,-0.10%
2019-10-17,255.5,-0.20%
2019-10-16,256.0,-0.19%
2019-10-15,256.5,0.00%
2019-10-14,256.5,-0.19%
2019-10-11,257.0,0.00%
2019-10-10,257.0,-0.58%
2019-10-09,258.5,0.58%
2019-10-08,257.0,0.00%
2019-10-07,257.0,0.39%
2019-10-04,256.0,0.00%
2019-10-03,256.0,-0.19%
2019-10-02,256.5,0.00%
2019-10-01,256.5,-1.91%
2019-09-30,261.5,-0.19%
2019-09-27,262.0,1.75%
2019-09-26,257.5,-0.96%
2019-09-25,260.0,-0.19%
2019-09-24,260.5,0.00%
2019-09-23,260.5,0.00%
2019-09-20,260.5,-0.19%
2019-09-19,261.0,0.00%
2019-09-18,261.0,0.00%
2019-09-17,261.0,0.58%
2019-09-16,259.5,-0.76%
2019-09-13,261.5,-0.19%
2019-09-12,262.0,0.00%
2019-09-11,262.0,0.19%
2019-09-10,261.5,0.00%
2019-09-09,261.5,-0.76%
2019-09-06,263.5,1.54%
2019-09-05,259.5,-0.38%
2019-09-04,260.5,-0.38%
2019-09-03,261.5,0.00%
2019-08-30,261.5,-0.29%
2019-08-29,262.25,-0.66%
2019-08-28,264.0,0.38%
2019-08-27,263.0,0.00%
2019-08-26,263.0,0.19%
2019-08-23,262.5,-0.19%
2019-08-22,263.0,0.00%
2019-08-21,263.0,0.00%
2019-08-20,263.0,0.00%
2019-08-19,263.0,0.57%
2019-08-16,261.5,0.00%
2019-08-15,261.5,-0.57%
2019-08-14,263.0,0.19%
2019-08-13,262.5,0.38%
2019-08-12,261.5,0.00%
2019-08-09,261.5,-0.57%
2019-08-08,263.0,-0.19%
2019-08-07,263.5,-0.94%
2019-08-06,266.0,-0.75%
2019-08-05,268.0,-1.29%
2019-08-02,271.5,0.18%
2019-08-01,271.0,0.93%
2019-07-31,268.5,-2.89%
2019-07-30,276.5,-0.72%
2019-07-29,278.5,0.91%
2019-07-26,276.0,-3.16%
2019-07-25,285.0,0.09%
2019-07-24,284.75,0.00%
2019-07-23,284.75,0.00%
2019-07-22,284.75,0.00%
2019-07-19,284.75,0.09%
2019-07-18,284.5,0.00%
2019-07-17,284.5,0.00%
2019-07-16,284.5,0.00%
2019-07-15,284.5,-0.87%
2019-07-12,287.0,0.53%
2019-07-11,285.5,-0.52%
2019-07-10,287.0,0.35%
2019-07-09,286.0,0.70%
2019-07-08,284.0,1.07%
2019-07-05,281.0,0.18%
2019-07-03,280.5,0.00%
2019-07-02,280.5,0.18%
2019-07-01,280.0,-2.78%
2019-06-28,288.0,0.88%
2019-06-27,285.5,0.09%
2019-06-26,285.25,0.00%
2019-06-25,285.25,0.00%
2019-06-24,285.25,0.00%
2019-06-21,285.25,0.09%
2019-06-20,285.0,0.00%
2019-06-19,285.0,0.00%
2019-06-18,285.0,0.00%
2019-06-17,285.0,-0.18%
2019-06-14,285.5,0.00%
2019-06-13,285.5,-0.17%
2019-06-12,286.0,0.53%
2019-06-11,284.5,0.53%
2019-06-10,283.0,0.00%
2019-06-07,283.0,0.18%
2019-06-06,282.5,-0.53%
2019-06-05,284.0,-0.87%
2019-06-04,286.5,1.42%
2019-06-03,282.5,0.53%
2019-05-31,281.0,2.74%
2019-05-30,273.5,0.55%
2019-05-29,272.0,0.00%
2019-05-28,272.0,0.00%
2019-05-24,272.0,0.46%
2019-05-23,270.75,0.00%
2019-05-22,270.75,0.00%
2019-05-21,270.75,0.00%
2019-05-20,270.75,0.28%
2019-05-17,270.0,-0.18%
2019-05-16,270.5,-1.28%
2019-05-15,274.0,-0.18%
2019-05-14,274.5,0.00%
2019-05-13,274.5,0.00%
2019-05-10,274.5,-0.18%
2019-05-09,275.0,0.00%
2019-05-08,275.0,0.36%
2019-05-07,274.0,0.00%
2019-05-06,274.0,0.92%
2019-05-03,271.5,0.00%
2019-05-02,271.5,0.93%
2019-05-01,269.0,-0.74%
2019-04-30,271.0,-0.18%
2019-04-29,271.5,-0.18%
2019-04-26,272.0,8.37%
2019-04-25,251.0,0.90%
2019-04-24,248.75,0.00%
2019-04-23,248.75,1.02%
2019-04-22,246.25,0.10%
2019-04-18,246.0,0.00%
2019-04-17,246.0,0.00%
2019-04-16,246.0,0.00%
2019-04-15,246.0,-0.40%
2019-04-12,247.0,0.00%
2019-04-11,247.0,-0.60%
2019-04-10,248.5,-0.20%
2019-04-09,249.0,1.22%
2019-04-08,246.0,0.41%
2019-04-05,245.0,0.00%
2019-04-04,245.0,0.20%
2019-04-03,244.5,-0.61%
2019-04-02,246.0,-0.61%
2019-04-01,247.5,1.64%
2019-03-29,243.5,3.84%
2019-03-28,234.5,0.64%
2019-03-27,233.0,-0.11%
2019-03-26,233.25,0.00%
2019-03-25,233.25,0.11%
2019-03-22,233.0,-0.11%
2019-03-21,233.25,0.00%
2019-03-20,233.25,0.00%
2019-03-19,233.25,0.00%
2019-03-18,233.25,-0.11%
2019-03-15,233.5,0.00%
2019-03-14,233.5,0.00%
2019-03-13,233.5,0.00%
2019-03-12,233.5,1.08%
2019-03-11,231.0,0.00%
2019-03-08,231.0,-1.07%
2019-03-07,233.5,0.00%
2019-03-06,233.5,-1.89%
2019-03-05,238.0,0.00%
2019-03-04,238.0,-0.21%
2019-03-01,238.5,-3.34%
2019-02-28,246.75,-1.69%
2019-02-27,251.0,0.00%
2019-02-26,251.0,0.00%
2019-02-25,251.0,0.40%
2019-02-22,250.0,-2.34%
2019-02-21,256.0,0.00%
2019-02-20,256.0,0.00%
2019-02-19,256.0,0.00%
2019-02-15,256.0,0.39%
2019-02-14,255.0,0.00%
2019-02-13,255.0,0.59%
2019-02-12,253.5,-1.55%
2019-02-11,257.5,0.00%
2019-02-08,257.5,-0.39%
2019-02-07,258.5,-0.96%
2019-02-06,261.0,0.00%
2019-02-05,261.0,-0.38%
2019-02-04,262.0,0.00%
2019-02-01,262.0,-6.76%
2019-01-31,281.0,0.00%
2019-01-30,281.0,0.00%
2019-01-29,281.0,0.00%
2019-01-28,281.0,0.00%
2019-01-25,281.0,0.00%
2019-01-24,281.0,0.00%
2019-01-23,281.0,0.00%
2019-01-22,281.0,0.00%
2019-01-18,281.0,-0.18%
2019-01-17,281.5,0.00%
2019-01-16,281.5,0.00%
2019-01-15,281.5,-1.23%
2019-01-14,285.0,-0.18%
2019-01-11,285.5,-1.21%
2019-01-10,289.0,0.87%
2019-01-09,286.5,0.00%
2019-01-08,286.5,-0.52%
2019-01-07,288.0,0.52%
2019-01-04,286.5,0.53%
2019-01-03,285.0,0.18%
2019-01-02,284.5,0.00%
2018-12-31,284.5,-0.18%
2018-12-28,285.0,-0.87%
2018-12-27,287.5,0.35%
2018-12-26,286.5,0.61%
2018-12-24,284.75,0.00%
2018-12-21,284.75,0.00%
2018-12-20,284.75,-0.96%
2018-12-19,287.5,0.00%
2018-12-18,287.5,0.00%
2018-12-17,287.5,-0.17%
2018-12-14,288.0,0.00%
2018-12-13,288.0,0.00%
2018-12-12,288.0,-0.35%
2018-12-11,289.0,0.00%
2018-12-10,289.0,-0.34%
2018-12-07,290.0,-0.34%
2018-12-06,291.0,-0.51%
2018-12-05,292.5,0.00%
2018-12-04,292.5,-0.17%
2018-12-03,293.0,0.34%
2018-11-30,292.0,-8.10%
2018-11-29,317.75,-1.78%
2018-11-28,323.5,0.00%
2018-11-27,323.5,0.00%
2018-11-26,323.5,0.00%
2018-11-23,323.5,0.00%
2018-11-21,323.5,0.00%
2018-11-20,323.5,0.00%
2018-11-19,323.5,0.00%
2018-11-16,323.5,0.00%
2018-11-15,323.5,0.00%
2018-11-14,323.5,-0.31%
2018-11-13,324.5,0.31%
2018-11-12,323.5,-0.31%
2018-11-09,324.5,0.00%
2018-11-08,324.5,0.00%
2018-11-07,324.5,-0.15%
2018-11-06,325.0,1.25%
2018-11-05,321.0,0.31%
2018-11-02,320.0,1.11%
2018-11-01,316.5,-0.47%
2018-10-31,318.0,0.47%
2018-10-30,316.5,-1.86%
2018-10-29,322.5,-0.31%
2018-10-26,323.5,-3.36%
2018-10-25,334.75,-0.67%
2018-10-24,337.0,0.00%
2018-10-23,337.0,0.00%
2018-10-22,337.0,0.00%
2018-10-19,337.0,0.30%
2018-10-18,336.0,0.00%
2018-10-17,336.0,0.00%
2018-10-16,336.0,0.00%
2018-10-15,336.0,-0.30%
2018-10-12,337.0,0.00%
2018-10-11,337.0,-0.15%
2018-10-10,337.5,-0.74%
2018-10-09,340.0,0.00%
2018-10-08,340.0,0.29%
2018-10-05,339.0,0.00%
2018-10-04,339.0,0.15%
2018-10-03,338.5,-0.29%
2018-10-02,339.5,-0.15%
2018-10-01,340.0,2.41%
2018-09-28,332.0,7.79%
2018-09-27,308.0,0.49%
2018-09-26,306.5,0.00%
2018-09-25,306.5,0.00%
2018-09-24,306.5,-0.16%
2018-09-21,307.0,0.16%
2018-09-20,306.5,0.00%
2018-09-19,306.5,0.00%
2018-09-18,306.5,-0.65%
2018-09-17,308.5,0.33%
2018-09-14,307.5,-0.49%
2018-09-13,309.0,0.65%
2018-09-12,307.0,0.33%
2018-09-11,306.0,0.49%
2018-09-10,304.5,0.00%
2018-09-07,304.5,0.00%
2018-09-06,304.5,0.33%
2018-09-05,303.5,0.00%
2018-09-04,303.5,0.50%
2018-08-31,302.0,4.68%
2018-08-30,288.5,1.23%
2018-08-29,285.0,0.18%
2018-08-28,284.5,0.00%
2018-08-27,284.5,0.00%
2018-08-24,284.5,0.53%
2018-08-23,283.0,-0.18%
2018-08-22,283.5,-0.35%
2018-08-21,284.5,0.00%
2018-08-20,284.5,0.00%
2018-08-17,284.5,-0.18%
2018-08-16,285.0,0.00%
2018-08-15,285.0,0.00%
2018-08-14,285.0,0.00%
2018-08-13,285.0,0.00%
2018-08-10,285.0,1.42%
2018-08-09,281.0,-0.18%
2018-08-08,281.5,0.90%
2018-08-07,279.0,1.27%
2018-08-06,275.5,-0.18%
2018-08-03,276.0,1.10%
2018-08-02,273.0,-0.36%
2018-08-01,274.0,-1.26%
2018-07-31,277.5,-0.89%
2018-07-30,280.0,0.00%
2018-07-27,280.0,2.56%
2018-07-26,273.0,0.00%
2018-07-25,273.0,0.00%
2018-07-24,273.0,0.00%
2018-07-23,273.0,0.00%
2018-07-20,273.0,-1.44%
2018-07-19,277.0,0.00%
2018-07-18,277.0,-0.18%
2018-07-17,277.5,0.00%
2018-07-16,277.5,0.00%
2018-07-13,277.5,0.00%
2018-07-12,277.5,0.18%
2018-07-11,277.0,-0.36%
2018-07-10,278.0,-0.36%
2018-07-09,279.0,-0.18%
2018-07-06,279.5,0.00%
2018-07-05,279.5,0.18%
2018-07-03,279.0,-0.36%
2018-07-02,280.0,0.00%
2018-06-29,280.0,6.77%
2018-06-28,262.25,2.64%
2018-06-27,255.5,0.00%
2018-06-26,255.5,0.00%
2018-06-25,255.5,0.00%
2018-06-22,255.5,1.49%
2018-06-21,251.75,0.00%
2018-06-20,251.75,0.00%
2018-06-19,251.75,0.00%
2018-06-18,251.75,0.00%
2018-06-15,251.75,-0.69%
2018-06-14,253.5,0.00%
2018-06-13,253.5,0.00%
2018-06-12,253.5,0.20%
2018-06-11,253.0,0.40%
2018-06-08,252.0,0.40%
2018-06-07,251.0,0.00%
2018-06-06,251.0,-1.76%
2018-06-05,255.5,0.99%
2018-06-04,253.0,0.00%
2018-06-01,253.0,7.32%
2018-05-31,235.75,0.32%
2018-05-30,235.0,0.00%
2018-05-29,235.0,0.00%
2018-05-25,235.0,0.43%
2018-05-24,234.0,0.00%
2018-05-23,234.0,0.86%
2018-05-22,232.0,0.00%
2018-05-21,232.0,0.00%
2018-05-18,232.0,0.00%
2018-05-17,232.0,0.00%
2018-05-16,232.0,0.00%
2018-05-15,232.0,0.00%
2018-05-14,232.0,0.00%
2018-05-11,232.0,0.00%
2018-05-10,232.0,0.00%
2018-05-09,232.0,-0.43%
2018-05-08,233.0,0.00%
2018-05-07,233.0,0.00%
2018-05-04,233.0,0.00%
2018-05-03,233.0,-0.21%
2018-05-02,233.5,0.21%
2018-05-01,233.0,0.22%
2018-04-30,232.5,-0.43%
2018-04-27,233.5,-4.50%
2018-04-26,244.5,0.93%
2018-04-25,242.25,0.00%
2018-04-24,242.25,0.00%
2018-04-23,242.25,0.00%
2018-04-20,242.25,0.10%
2018-04-19,242.0,0.00%
2018-04-18,242.0,0.00%
2018-04-17,242.0,0.00%
2018-04-16,242.0,0.00%
2018-04-13,242.0,1.26%
2018-04-12,239.0,0.21%
2018-04-11,238.5,0.63%
2018-04-10,237.0,0.42%
2018-04-09,236.0,0.00%
2018-04-06,236.0,-1.26%
2018-04-05,239.0,-0.42%
2018-04-04,240.0,0.00%
2018-04-03,240.0,0.63%
2018-04-02,238.5,-6.74%
2018-03-29,255.75,-0.10%
2018-03-28,256.0,0.00%
2018-03-27,256.0,0.00%
2018-03-26,256.0,0.00%
2018-03-23,256.0,-0.58%
2018-03-22,257.5,0.00%
2018-03-21,257.5,0.00%
2018-03-20,257.5,0.00%
2018-03-19,257.5,0.00%
2018-03-16,257.5,0.98%
2018-03-15,255.0,0.00%
2018-03-14,255.0,0.20%
2018-03-13,254.5,-0.59%
2018-03-12,256.0,0.00%
2018-03-09,256.0,0.79%
2018-03-08,254.0,-1.55%
2018-03-07,258.0,-0.39%
2018-03-06,259.0,-0.19%
2018-03-05,259.5,-0.19%
2018-03-02,260.0,-1.70%
2018-03-01,264.5,-0.19%
2018-02-28,265.0,-0.56%
2018-02-27,266.5,1.14%
2018-02-26,263.5,-0.38%
2018-02-23,264.5,0.90%
2018-02-22,262.13,0.63%
2018-02-21,260.5,0.00%
2018-02-20,260.5,0.00%
2018-02-16,260.5,0.19%
2018-02-15,260.0,0.00%
2018-02-14,260.0,0.00%
2018-02-13,260.0,0.00%
2018-02-12,260.0,0.00%
2018-02-09,260.0,0.00%
2018-02-08,260.0,-0.19%
2018-02-07,260.5,0.77%
2018-02-06,258.5,0.78%
2018-02-05,256.5,-0.19%
2018-02-02,257.0,-1.34%
2018-02-01,260.5,-1.70%
2018-01-31,265.0,3.31%
2018-01-30,256.5,0.79%
2018-01-29,254.5,-0.39%
2018-01-26,255.5,1.79%
2018-01-25,251.0,0.00%
2018-01-24,251.0,0.00%
2018-01-23,251.0,0.00%
2018-01-22,251.0,-0.40%
2018-01-19,252.0,0.00%
2018-01-18,252.0,0.00%
2018-01-17,252.0,-0.20%
2018-01-16,252.5,-0.39%
2018-01-12,253.5,0.00%
2018-01-11,253.5,-0.20%
2018-01-10,254.0,-0.39%
2018-01-09,255.0,0.00%
2018-01-08,255.0,0.00%
2018-01-05,255.0,0.00%
2018-01-04,255.0,1.19%
2018-01-03,252.0,0.80%
2018-01-02,250.0,0.20%
2017-12-29,249.5,0.00%
2017-12-28,249.5,-0.20%
2017-12-27,250.0,0.20%
2017-12-26,249.5,6.85%
2017-12-22,233.5,-0.74%
2017-12-21,235.25,0.00%
2017-12-20,235.25,0.00%
2017-12-19,235.25,0.00%
2017-12-18,235.25,0.00%
2017-12-15,235.25,-0.32%
2017-12-14,236.0,0.00%
2017-12-13,236.0,-0.21%
2017-12-12,236.5,1.07%
2017-12-11,234.0,0.21%
2017-12-08,233.5,0.00%
2017-12-07,233.5,-0.43%
2017-12-06,234.5,0.43%
2017-12-05,233.5,0.00%
2017-12-04,233.5,0.43%
2017-12-01,232.5,-9.71%
2017-11-30,257.5,-2.74%
2017-11-29,264.75,0.00%
2017-11-28,264.75,-1.03%
2017-11-27,267.5,7.43%
2017-11-24,249.0,-7.00%
2017-11-22,267.75,0.00%
2017-11-21,267.75,-2.72%
2017-11-20,275.25,0.92%
2017-11-17,272.75,0.09%
2017-11-16,272.5,0.00%
2017-11-15,272.5,-1.09%
2017-11-14,275.5,0.92%
2017-11-13,273.0,-1.62%
2017-11-10,277.5,0.00%
2017-11-09,277.5,-0.18%
2017-11-08,278.0,0.36%
2017-11-07,277.0,0.73%
2017-11-06,275.0,-1.61%
2017-11-03,279.5,-2.95%
2017-11-02,288.0,0.00%
2017-11-01,288.0,-1.96%
2017-10-31,293.75,-2.08%
2017-10-30,300.0,-0.33%
2017-10-27,301.0,6.27%
2017-10-26,283.25,0.71%
2017-10-25,281.25,0.00%
2017-10-24,281.25,0.00%
2017-10-23,281.25,-0.88%
2017-10-20,283.75,1.16%
2017-10-19,280.5,0.00%
2017-10-18,280.5,0.00%
2017-10-17,280.5,0.81%
2017-10-16,278.25,-0.45%
2017-10-13,279.5,0.18%
2017-10-12,279.0,1.00%
2017-10-11,276.25,1.10%
2017-10-10,273.25,-0.09%
2017-10-09,273.5,0.74%
2017-10-06,271.5,0.00%
2017-10-05,271.5,1.31%
2017-10-04,268.0,2.29%
2017-10-03,262.0,-0.85%
2017-10-02,264.25,-0.28%
2017-09-29,265.0,3.62%
2017-09-28,255.75,2.81%
2017-09-27,248.75,0.00%
2017-09-26,248.75,0.00%
2017-09-25,248.75,0.00%
2017-09-22,248.75,2.37%
2017-09-21,243.0,0.00%
2017-09-20,243.0,0.00%
2017-09-19,243.0,0.00%
2017-09-18,243.0,1.14%
2017-09-15,240.25,0.00%
2017-09-14,240.25,0.63%
2017-09-13,238.75,-0.10%
2017-09-12,239.0,-0.83%
2017-09-11,241.0,0.84%
2017-09-08,239.0,-1.24%
2017-09-07,242.0,-0.41%
2017-09-06,243.0,4.85%
2017-09-05,231.75,4.27%
2017-09-01,222.25,3.37%
2017-08-31,215.0,0.47%
2017-08-30,214.0,0.00%
2017-08-29,214.0,0.59%
2017-08-28,212.75,-0.58%
2017-08-25,214.0,-0.35%
2017-08-24,214.75,0.00%
2017-08-23,214.75,0.00%
2017-08-22,214.75,0.00%
2017-08-21,214.75,0.00%
2017-08-18,214.75,1.42%
2017-08-17,211.75,0.00%
2017-08-16,211.75,0.00%
2017-08-15,211.75,0.00%
2017-08-14,211.75,0.00%
2017-08-11,211.75,1.68%
2017-08-10,208.25,-0.12%
2017-08-09,208.5,2.33%
2017-08-08,203.75,0.00%
2017-08-07,203.75,1.37%
2017-08-04,201.0,-0.50%
2017-08-03,202.0,1.51%
2017-08-02,199.0,1.53%
2017-08-01,196.0,-0.76%
2017-07-31,197.5,1.80%
2017-07-28,194.0,4.02%
2017-07-27,186.5,1.08%
2017-07-26,184.5,0.00%
2017-07-25,184.5,-0.54%
2017-07-24,185.5,0.00%
2017-07-21,185.5,0.68%
2017-07-20,184.25,-1.47%
2017-07-19,187.0,1.49%
2017-07-18,184.25,0.00%
2017-07-17,184.25,0.00%
2017-07-14,184.25,-0.81%
2017-07-13,185.75,0.00%
2017-07-12,185.75,0.00%
2017-07-11,185.75,0.13%
2017-07-10,185.5,0.00%
2017-07-07,185.5,0.68%
2017-07-06,184.25,-0.41%
2017-07-05,185.0,-0.80%
2017-07-03,186.5,-0.27%
2017-06-30,187.0,0.40%
2017-06-29,186.25,0.13%
2017-06-28,186.0,-0.13%
2017-06-27,186.25,-0.53%
